City,Date Period,Hotel,Prices,Ratings,Description,Treatment,Time_Period
Barcelona,2025-05-21 : 2025-05-25,Decô Apartments Barcelona-Sants,1132.0,9.1,"El Deco-Sants Fira Apartments se encuentra a 500 metros de la parada de autobuses del aeropuerto situada en la plaza España y ofrece apartamentos elegantes y modernos con WiFi gratuita de alta velocidad y caja fuerte para ordenador portátil. El apartamento ático cuenta con terraza privada.

Todos los apartamentos constan de aire acondicionado, 2 o 3 dormitorios, sala de estar con TV de pantalla plana vía satélite y baño privado con secador de pelo. También incluyen cocina amplia bien equipada con lavavajillas y lavadora. Además, se proporcionan toallas y ropa de cama.

El establecimiento facilita servicio de alquiler de coches y bicicletas y servicio de enlace con el aeropuerto por un suplemento. Los apartamentos se hallan a 10 minutos a pie del centro de convenciones Fira de Barcelona.

Los apartamentos están ubicados en un edificio con un ascensor pequeño, apto para 1 persona como máximo.",1,0
Barcelona,2025-05-21 : 2025-05-25,Atenea Rekord Suites,1004.0,8.5,"El Atenea Rekord Suites se encuentra en el barrio de Sarriá, en Barcelona, ​​a 10 minutos en tren de la plaza de Catalunya. Hay WiFi gratuita en todas las instalaciones.

Las habitaciones son amplias, cómodas y modernas, y tienen TV vía satélite, caja fuerte y cafetera Nespresso. El baño privado cuenta con artículos de aseo gratuitos y secador de pelo.

El Rekord Café ofrece un desayuno buffet.

La recepción está abierta las 24 horas y dispone de mostrador de información turística.

En las inmediaciones hay numerosos restaurantes, bares y tiendas. La estación de Muntaner está a solo 50 metros del hotel.",1,0
Barcelona,2025-05-21 : 2025-05-25,Blanc Guest House,666.0,8.6,"El Blanc Guest House se encuentra a 8 minutos a pie del conocido ​​Passeig de Gràcia de Barcelona y dispone de una bonita terraza y habitaciones elegantes con conexión Wi-Fi gratuita y TV de pantalla plana.

Las habitaciones del Blanc Guest House están decoradas en color blanco y tienen suelo de parqué y muebles blancos. Además, incluyen aire acondicionado, calefacción y ventilador. Algunas tienen baño privado.

El personal de la recepción ofrece información turística sobre Barcelona y un servicio de alquiler de coches.

El Blanc está situado a 8 minutos a pie de la estación de metro de Diagonal, bien comunicada con el resto de la ciudad. La Plaza Catalunya está a 2 paradas en metro.",1,0
Barcelona,2025-05-21 : 2025-05-25,Fisa Rentals Ramblas Apartments,1130.0,8.7,"El Fisa Rentals Ramblas Apartments se encuentra en el centro de Barcelona, ​​a sólo 250 metros de la plaza Catalunya y de las Ramblas. Dispone de apartamentos elegantes con aire acondicionado, conexión Wi-Fi gratuita y TV de pantalla plana vía satélite.

Los apartamentos del Fisa Rentals presentan una decoración moderna y cuentan con suelo de parqué, reproductor de DVD y cocina con placa eléctrica, microondas, lavadora y lavavajillas.

La Casa Batlló y La Pedrera de Gaudí están a unos 15 minutos a pie de los apartamentos, mientras que el mercado de La Boquería y el espectacular Palau de la Música Catalana se encuentran a menos de 10 minutos también a pie. Los autobuses hacia el aeropuerto salen de la plaza Catalunya.",1,0
Barcelona,2025-05-21 : 2025-05-25,Hostal Benidorm,729.0,8.2,"El Hostal Benidorm está situado en el famoso paseo de Las Ramblas de Barcelona, a solo 200 metros de la estación de metro de Liceu. Ofrece conexión Wi-Fi gratuita, recepción 24 horas y habitaciones con aire acondicionado y TV vía satélite.

Las habitaciones del Benidorm Hostal presentan una decoración sencilla y disponen de suelo de baldosas, calefacción central y baño privado.

El Benidorm cuenta con una zona de recepción con máquinas expendedoras de bebidas y aperitivos, servicio de información turística y de alquiler de coches y bicicletas.

El Hostal Benidorm se encuentra a las afueras del histórico Barrio Gótico, a 100 metros del Palau Güell de Gaudí, a 400 metros del mercado de La Boquería y a 25 minutos a pie o 10 minutos en autobús de la playa de la Barceloneta.",1,0
Barcelona,2025-05-21 : 2025-05-25,Acta Voraport,1232.0,8.8,"Acta Voraport está en Barcelona, a 10 min a pie de Platja del Bogatell, y dispone de alojamiento con piscina al aire libre, parking privado, terraza y restaurante. Este hotel de 3 estrellas ofrece bar y tiene habitaciones con aire acondicionado, wifi gratis y baño privado. El alojamiento ofrece cajero automático, servicio de conserjería y servicio de organización de tours.

En el hotel, cada habitación está equipada con escritorio y TV de pantalla plana. En Acta Voraport, cada habitación cuenta con ropa de cama y toallas.

En el alojamiento se sirve todas las mañanas un desayuno buffet.

En la recepción 24 horas se hablan varios idiomas, como catalán, inglés, español y francés.

Cerca del alojamiento hay puntos de interés como Playa de la Mar Bella, Platja de la Nova Icària y Platja del Somorrostro. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 15 km.",1,0
Barcelona,2025-05-21 : 2025-05-25,Inside Barcelona Apartments Salva,964.0,8.5,"Estos apartamentos modernos están completamente equipados con WiFi gratuita y se encuentran en un barrio tranquilo cercano a Montjuïc y al animado barrio del Poble-sec. La terminal de ferris de Barcelona está a solo 5 minutos en coche.

A 5 minutos a pie de los apartamentos hay varios bares, restaurantes y tiendas. El mercado de Sant Antoni está a unos 10 minutos a pie.

Los apartamentos están a unos 15 minutos a pie de las famosas Ramblas. La estación de metro Parallel está a unos 5 minutos a pie y da servicio a la línea 3, que conecta con las plazas de Cataluña y España.",1,0
Barcelona,2025-05-21 : 2025-05-25,Catalonia Diagonal Centro,1210.0,8.7,"El Catalonia Diagonal Centro se encuentra en pleno centro del barrio barcelonés del Eixample, a 300 metros de la estación de metro Diagonal. Cuenta con piscina de temporada al aire libre y WiFi gratuita en todas las instalaciones.

El Catalonia Diagonal Centro ofrece alojamiento cómodo y moderno cerca de los lugares más famosos de Barcelona.

Se halla a 300 metros de La Pedrera, en la avenida Passeig de Gràcia, una de las creaciones más famosas de Gaudí. Está cerca de los edificios modernistas, la plaza Catalunya y Las Ramblas.

Las elegantes habitaciones incluyen muebles modernos de madera y baño de mármol. Disponen de TV vía satélite y WiFi gratuita.

El hotel está a unos pasos del barrio de Gràcia, con sus tiendas bohemias, sus plazas arboladas y su gran número de bares y restaurantes. En las inmediaciones hay varias paradas de metro y autobús que permiten acceder fácilmente al resto de la ciudad. Las habitaciones incluyen TV inteligente con Chromecast.",1,0
Barcelona,2025-05-21 : 2025-05-25,Ola Living MACBA,1035.0,8.2,"El Ola Living MACBA, situado en el céntrico barrio barcelonés del Raval, a solo 300 metros de la estación de metro Universitat, ofrece alojamiento moderno con conexión Wi-Fi gratuita y balcón. Plaza Catalunya está a 8 minutos a pie.

Estos apartamentos cuentan con paredes de ladrillo y algunos disponen de techos abovedados o vigas de madera a la vista. Incluyen zona de cocina equipada con lavavajillas, horno y cafetera. Las zonas de estar ofrecen TV de pantalla plana con canales por cable, reproductor de DVD y sofá.

En las calles de los alrededores hay bares, restaurantes y supermercados.

El alojamiento se encuentra a 5 minutos a pie de Sant Antoni y a 2,5 km de la playa de la Barceloneta. El Ola Living MACBA está a 10 minutos en metro de la Sagrada Familia y a 15 km del aeropuerto de Barcelona.",1,0
Barcelona,2025-05-21 : 2025-05-25,Hotel Acta Azul Barcelona,1124.0,8.3,"El Hotel Acta Azul Barcelona, ubicado junto a la plaza de España y a los pies de Montjuïc, ofrece un alojamiento elegante en el centro de Barcelona. Cuenta con terraza en la azotea, recepción 24 horas y WiFi gratuita.

Podrá llegar en metro a Las Ramblas y al Barrio Gótico de la ciudad en menos de 10 minutos. Allí encontrará diversos bares y restaurantes.

Las habitaciones del Azul son amplias, presentan una decoración muy colorida y tienen suelo de madera. Todas cuentan con aire acondicionado, TV vía satélite y escritorio.

El hotel se encuentra a 5 minutos a pie del centro de conferencias Fira de Barcelona y de la Fuente Mágica de la plaza de España. El parque de Montjuïc y el museo MNAC están a 1 km del hotel. Las Arenas, una plaza de toros convertida en centro comercial, está al lado.",1,0
Barcelona,2025-05-21 : 2025-05-25,BcnStop Sagrada Familia,862.0,8.2,"BcnStop Sagrada Familia se encuentra en Barcelona, a 11 min a pie de Sagrada Familia, y ofrece alojamiento con aire acondicionado y wifi gratis, además de acceso a la terraza. Se ofrece parking privado por un suplemento.

Cada unidad cuenta con cocina totalmente equipada con mesa de comedor, TV de pantalla plana con canales vía satélite y baño privado con bañera o ducha, artículos de aseo gratuitos y secador de pelo. También se ofrece nevera, microondas y fogones, además de cafetera.

Hay servicio de alquiler de bicicletas y servicio de alquiler de coches en el apartahotel.

La Pedrera está a 2,8 km del alojamiento, y Paseo de Gracia está a 3,1 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 16 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto.",1,0
Barcelona,2025-05-21 : 2025-05-25,Des Artistes,424.0,7.2,"El Des Artistes se encuentra en la Gran Vía de Barcelona, junto a la plaza Tetuán. Ofrece una sala de lectura y una terraza compartida.

Las habitaciones disponen de calefacción y ventilador en verano. Todas disponen de baño compartido y algunas tienen balcón.

Todas las habitaciones tienen aire acondicionado.

El Des Artistes está a solo 5 minutos a pie de la estación de autobuses Estació del Nord y del Arco del Triunfo. El parque de la Ciutadella y la famosa Sagrada Familia de Gaudí están a menos de 15 minutos a pie.

El establecimiento se encuentra a 250 metros de la estación de metro de Tetuán y a solo 1 parada de la estación central de Passeig de Gràcia. Desde la estación de tren de Passeig de Gràcia salen trenes al aeropuerto de Barcelona.",1,0
Barcelona,2025-05-21 : 2025-05-25,NH Barcelona Les Corts,1007.0,8.4,"Este hotel, situado a 5 minutos a pie de la estación de metro de Les Corts, ofrece un alojamiento moderno en Barcelona. Tiene buen acceso a los principales lugares de interés de la ciudad, como el Camp Nou.

Las habitaciones del NH Barcelona Les Corts cuentan con aire acondicionado, una decoración contemporánea, WiFi gratuita, TV vía satélite y balcón o terraza privados. El baño privado tiene secador de pelo y artículos de aseo.

El hotel tiene mostrador de información turística y recepción 24 horas. El personal es amable y puede proporcionar información sobre Barcelona y ayudar a concertar el alquiler de bicicletas y vehículos.

El NH Les Corts está a menos de 10 minutos a pie de la estación de trenes de Sants, que enlaza con el aeropuerto de Barcelona. El centro comercial L'Illa Diagonal está a solo 300 metros. El aeropuerto de Barcelona se encuentra a 15 km.",1,0
Barcelona,2025-05-21 : 2025-05-25,Sercotel Caspe,1165.0,8.4,"Este hotel de diseño queda a 5 minutos a pie de la estación de metro Arc de Triomf y de la estación de autobuses Estació del Nord de Barcelona. Dispone de gimnasio y ofrece WiFi gratuita y agua embotellada gratuita. 

Las habitaciones del Sercotel Caspe están insonorizadas y cuentan con aire acondicionado. Hay TV vía satélite, minibar y caja fuerte. El baño privado está equipado con artículos de aseo y secador de pelo.

El Sercotel Caspe cuenta con una terraza exterior, un bonito restaurante y un bar cafetería. Se proporciona servicio de habitaciones.

El hotel se encuentra a pocos pasos de los edificios de Gaudí del paseo Passeig de Gràcia. La plaza Cataluña está a unos 20 minutos a pie.

Hay mostrador de información turística y recepción 24 horas. Se ofrecen coches de alquiler. El aparcamiento está disponible por un suplemento.",1,0
Barcelona,2025-05-21 : 2025-05-25,Acta BCN 40,980.0,8.4,"El Acta BCN 40 Hotel se encuentra en el centro de Barcelona, a 350 metros de la plaza de La Universidad y a 5 minutos a pie de Las Ramblas. Sus modernas habitaciones incluyen TV de pantalla plana vía satélite.

Las habitaciones del Acta tienen caja fuerte gratuita, aire acondicionado en verano, calefacción en invierno, y baño privado con secador de pelo y artículos de aseo. Se puede solicitar una plancha en la recepción.

El hotel sirve desayuno buffet abundante en su elegante comedor, y está a pocos minutos a pie de muchos bares, tiendas y restaurantes. Hay desayuno sin gluten bajo petición.

El Acta BCN 40 cuenta con recepción 24 horas y consigna de equipaje. Hay aparcamiento cerca por un suplemento.",1,0
Barcelona,2025-05-21 : 2025-05-25,Weflating Suites Sant Antoni Market,1068.0,8.6,"El Weflating Suites Sant Antoni Market se encuentra en Barcelona, ​​justo al lado de mercado de Sant Antoni, a 12 minutos a pie de las Ramblas. Este establecimiento ofrece apartamentos modernos con aire acondicionado y WiFi gratuita.

El apartamento cuenta con balcón, zona de estar y zona de cocina completa con microondas y lavavajillas. El baño privado tiene ducha, secador de pelo y artículos de aseo gratuitos. Los apartamentos gozan de vistas a la ciudad.

Hay muchos bares y restaurantes en las calles que rodean los apartamentos, como las calles Parlament o Blai. La discoteca Apolo queda a 8 minutos a pie.",1,0
Barcelona,2025-05-21 : 2025-05-25,Generator Barcelona,891.0,7.7,"El Generator Barcelona se encuentra a 500 metros de la moderna avenida Paseo de Gracia. Este albergue cuenta con recepción 24 horas, WiFi gratuita en las zonas comunes y habitaciones compartidas con taquillas privadas de uso gratuito.

El Generator Barcelona se halla a unos 5 minutos a pie de las estaciones de metro Diagonal y Verdaguer. El barrio de Gracia, situado a solo 200 metros, alberga numerosas boutiques y bares.

Tanto las habitaciones privadas como las habitaciones compartidas disponen de aire acondicionado y calefacción, así como tomas de corriente individuales y puntos de lectura individuales en cada cama. Las habitaciones compartidas solo para mujeres incluyen secador de pelo y otras comodidades.

El baño privado tiene lavabo y espejo. La ropa de cama está incluida. Las toallas pueden alquilarse en la recepción. Solo los huéspedes mayores de 18 años pueden alojarse en las habitaciones compartidas.

Se sirve un desayuno diario por un suplemento. El Generator Barcelona también cuenta con salón común y consigna de equipaje.",1,0
Barcelona,2025-05-21 : 2025-05-25,Hostal Girona,823.0,8.8,"El Hostal Girona está situado en pleno centro histórico de Barcelona, ​​a 10 minutos a pie del Passeig de Gràcia y de Plaça Catalunya, Hay WiFi gratuita.

El Hostal Girona es un pequeño hostal moderno con ascensor. Todas las habitaciones cuentan con aire acondicionado y TV. Algunas incluyen baño privado y otras, baño compartido.

La Casa Batlló y La Pedrera de Gaudí se encuentran a pocos pasos del hostal. Hay aparcamiento privado en las inmediaciones, disponible por un suplemento diario.

El establecimiento se encuentra en un edificio histórico del siglo XIX que formaba parte del Quadrat d'Or. Este bloque fue diseñado por el padre del barrio del Eixample, Ildefons Cerdà.",1,0
Barcelona,2025-05-21 : 2025-05-25,Som Nit Port Vell,990.0,8.5,"Som Nit Port Vell está en Barcelona, a 15 min a pie de Platja de la Barceloneta y a 2,9 km de Platja de la Nova Icària, y dispone de wifi gratis en todo el alojamiento. El alojamiento está cerca de Santa María del Mar, de Museo Picasso y de Plaza Real. El alojamiento está a 1,2 km del centro de la ciudad y a 14 min a pie de Platja de Sant Miquel.

El hostal o pensión ofrece habitaciones con aire acondicionado, escritorio, caja fuerte, TV de pantalla plana, balcón y baño privado con ducha. En Som Nit Port Vell, cada habitación cuenta con ropa de cama y toallas.

Cerca del alojamiento hay puntos de interés como Paseo de Gracia, Palacio de la Música Catalana y Teatro Tívoli. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 13 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto.",1,0
Barcelona,2025-05-21 : 2025-05-25,Hotel Santa Marta,843.0,8.6,"El Hotel Santa Marta se encuentra a solo 100 metros del moderno barrio barcelonés del Born ​​y de la estación de trenes de França. Ofrece habitaciones sencillas con aire acondicionado, TV, suelo de baldosa y baño privado.

El establecimiento está a unos 200 metros de la estación de metro de Barceloneta, a 5 minutos a pie de los bares de Barceloneta y a menos de 500 metros del barrio Gótico.

El Hotel Santa Marta cuenta con máquinas expendedoras de bebidas y aperitivos. Hay un aparcamiento a solo 5 minutos a pie.",1,0
Barcelona,2025-05-21 : 2025-05-25,Hotel Sagrada Familia,840.0,8.1,"Este hotel se encuentra a solo 2 calles de la Sagrada Familia y tiene una terraza en la azotea con vistas a esta obra de Gaudí, famosa en el mundo entero. Ofrece recepción 24 horas y habitaciones con TV vía satélite y WiFi gratuita.

Las habitaciones del Hotel Sagrada Familia disponen de aire acondicionado, suelo de parquet y muebles modernos. Todas están equipadas con minibar y baño privado con secador de pelo.

El centro comercial Glòries y el Arco de Triunfo están a menos de 20 minutos a pie del hotel. La estación de metro Sagrada Familia, ubicada a 3 minutos a pie, ofrece conexiones con el centro de la ciudad en 5 minutos.",1,0
Barcelona,2025-05-21 : 2025-05-25,Arya Stadium Hotel,1024.0,8.3,"Arya Stadium Hotel está en Barcelona, a 15 min a pie de Camp Nou, y dispone de alojamiento con piscina de temporada al aire libre, parking privado, jardín y terraza. Este hotel de 3 estrellas ofrece restaurante y tiene habitaciones con aire acondicionado, wifi gratis y baño privado. El alojamiento ofrece servicio de habitaciones, servicio de conserjería y servicio de organización de tours.

En el hotel, todas las habitaciones incluyen escritorio y TV de pantalla plana. Las habitaciones disponen de caja fuerte, algunas ofrecen balcón y otras también cuentan con vistas a la ciudad. En Arya Stadium Hotel, las habitaciones cuentan con ropa de cama y toallas.

En el alojamiento se sirve un desayuno buffet.

El personal de la recepción 24 horas habla catalán, inglés, español y francés, y estará encantado de ayudar.

Estación de tren de Sants está a 1,8 km del alojamiento, y Fuente Mágica de Montjuïc está a 3,3 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 11 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto.",1,0
Barcelona,2025-05-21 : 2025-05-25,SERHS Carlit Boutique Hotel,1027.0,8.5,"El SERHS Carlit Boutique Hotel se encuentra en Barcelona, ​​a 900 metros de la emblemática basílica de la Sagrada Familia y del paseo de Gràcia. Dispone de recepción 24 horas y habitaciones con aire acondicionado, conexión WiFi gratuita y TV de pantalla plana vía satélite.

El Serhs Carlit está a 10 minutos a pie del Arco del Triunfo, con el parque de la Ciutadella y el moderno barrio del Born justo detrás. También está a 15 minutos a pie de la torre Agbar.

El hotel se encuentra a solo 200 metros de la estación de metro de Tetuán, a solo 1 parada de metro del paseo de Gràcia y a 750 metros de la estación de autobuses Estació del Nord.

El hotel cuenta con un bar cafetería que sirve un desayuno buffet diario, así como aperitivos y bebidas durante todo el día. Además, el personal de la recepción podrá facilitar a los huéspedes información sobre actividades, lugares de interés y restaurantes de Barcelona.",1,0
Barcelona,2025-05-21 : 2025-05-25,H10 Raco del Pi,1216.0,8.7,"El H10 Raco del Pi ofrece alojamiento de 3 estrellas en Barcelona, ​​a 2,2 km de la playa de San Sebastián y a 2,2 km de la playa del Somorrostro. Este hotel de 3 estrellas cuenta con terraza y habitaciones con aire acondicionado, wifi gratuita y baño privado. El establecimiento se encuentra a 400 metros del centro de la ciudad y a 2,1 km de la playa de Sant Miquel.

Todas las habitaciones del hotel están equipadas con armario y TV de pantalla plana. Todas las habitaciones disponen de caja fuerte. Algunas habitaciones tienen balcón, mientras que otras también ofrecen vistas a la ciudad. Las habitaciones del H10 Raco del Pi incluyen ropa de cama y toallas.

El establecimiento sirve un desayuno continental a diario.

El alojamiento dispone de bar cafetería y centro de negocios. El personal de la recepción 24 horas habla español e inglés.

Los puntos de interés populares cerca del H10 Raco del Pi incluyen la Plaça Catalunya, el teatro Tívoli y el Passeig de Gracia. El aeropuerto de Barcelona El Prat, situado a 13 km, es el más cercano.",1,0
Barcelona,2025-05-21 : 2025-05-25,Alojamiento Gran Vi,404.0,7.7,"Alojamiento Gran Vi ofrece alojamiento con aire acondicionado en Barcelona, a 10 min a pie de Fuente Mágica de Montjuïc, a 1,4 km de Estación de tren de Sants y a 1,9 km de Estación de metro Passeig de Gràcia.

Cada unidad cuenta con nevera, microondas, cafetera, fogones y hervidor. Hay un baño compartido con ducha en todas las unidades, además de artículos de aseo gratuitos y secador de pelo.

Plaza Cataluña está a 1,9 km del alojamiento, y Casa Batlló está a 2,6 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 11 km.",1,0
Barcelona,2025-05-21 : 2025-05-25,Grums Hotel & Spa,1153.0,8.4,"El Hotel Grums es un alojamiento moderno ubicado en el centro de Barcelona, a 5 minutos a pie del puerto y de las terminales de ferris y de cruceros. Además, se encuentra a 600 metros de las Ramblas y a 300 metros de la estación de metro Paral·lel.

Las habitaciones del Hotel Grums Barcelona son elegantes, amplias y luminosas y presentan una decoración temática. Disponen de ventanal con vistas panorámicas. Se ofrece wifi de alta velocidad gratuita en todas las instalaciones.

Todas las habitaciones incluyen artículos de aseo RITUALS Cosmetics gratuitos.

El Hotel Grums Barcelona cuenta con un spa de bienestar que no está incluido en el precio de la habitación y al que se puede acceder por un pequeño suplemento. Está equipado con bañera de hidromasaje, sauna finlandesa y baño de vapor. Se ofrece una selección de masajes y tratamientos por un suplemento.",1,0
Barcelona,2025-05-21 : 2025-05-25,Exe Ramblas Boquería,1096.0,8.2,"El Exe Ramblas Boquería se encuentra en la famosa calle de las Ramblas de Barcelona, ​​junto al mercado de La Boquería. Las elegantes habitaciones cuentan con aire acondicionado, WiFi gratuita, TV de pantalla plana vía satélite y balcón privado.

El Exe Ramblas Boquería presenta una decoración moderna y elegante, con suelo de madera y muebles de diseño. Las habitaciones están insonorizadas y gozan de vistas a las Ramblas o al colorido mercado de La Boquería.

El Exe Ramblas Boquería sirve un desayuno buffet variado en el luminoso comedor. La Boquería es un lugar ideal para degustar tapas típicas y fruta fresca. En las inmediaciones también hay varios restaurantes y bares.

La catedral de Barcelona y la plaza Catalunya están a menos de 400 metros del hotel. La estación de metro de Liceu se halla a solo 100 metros.",1,0
Barcelona,2025-05-21 : 2025-05-25,Acta Atrium Palace,1191.0,8.2,"Este hotel elegante se encuentra a 250 metros de la estación de metro y del bulevar Paseo de Gracia. Además, está a 5 minutos a pie de la plaza Cataluña y tiene WiFi gratuita. 

Las habitaciones del Acta Atrium Palace, modernas y elegantes, están ubicadas en un bonito edificio que data de 1888. Disponen de aire acondicionado, TV vía satélite y baño privado con artículos de aseo gratuitos y albornoz.

El servicio de habitaciones está disponible las 24 horas.

Las famosas Casa Batlló y La Pedrera de Gaudí están a 10 minutos a pie. Hay recepción 24 horas y mostrador de información turística con servicio de alquiler de coches. Hay aparcamiento público en la zona.",1,0
Barcelona,2025-05-21 : 2025-05-25,Aspasios Arc de Triomf Apartments,1311.0,9.2,"Aspasios Arc de Triomf Apartments se encuentra en Barcelona, a 2,2 km de Platja del Somorrostro y a 2,2 km de Platja de la Barceloneta, y ofrece alojamiento con wifi gratis y zona de estar.

El alojamiento está equipado con TV de pantalla plana y baño privado con ducha y artículos de aseo gratuitos. La cocina dispone de nevera, lavavajillas y horno. También se ofrece microondas y tostadora, además de cafetera.

Cerca del alojamiento hay puntos de interés como Paseo de Gracia, Casa Batlló y Palacio de la Música Catalana. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 15 km.",1,0
Barcelona,2025-05-21 : 2025-05-25,Hotel BESTPRICE Diagonal,680.0,8.4,"El Hotel BESTPRICE Diagonal es un hotel nuevo con una decoración moderna situado a 5 minutos a pie del parque Diagonal y a 100 metros de la estación de metro Selva de Mar. Hay wifi gratuita en todas las instalaciones.

Todas las habitaciones tienen aire acondicionado y TV de pantalla plana vía satélite. El baño privado es moderno e incluye ducha y artículos de aseo gratuitos.

Hay varios bares y restaurantes a 5 minutos a pie. El centro comercial Diagonal Mar de Barcelona y el centro de convenciones CCIB están a 200 metros.

El desayuno se sirve en la cafetería situada junto al hotel, que ofrece descuentos para los huéspedes.


La plaza de Cataluña está a 10 minutos en metro y la playa La Mar Bella, a 10 minutos a pie.

El BestPrice Diagonal cuenta con mostrador de información turística y servicio de venta de entradas. También se ofrece servicio de alquiler de coches y bicicletas.",1,0
Barcelona,2025-05-21 : 2025-05-25,Fisa Rentals Gran Via Apartments,1130.0,8.8,"El establecimiento Fisa Rentals Gran Via Apartments ofrece apartamentos elegantes a 5 minutos a pie de la plaza de Cataluña y de Las Ramblas. Los alojamientos están equipados con wifi gratuita y TV de pantalla plana.

Cada apartamento del Fisa Rentals es amplio y presenta una decoración moderna con un elegante suelo de madera. Todos los apartamentos disponen de aire acondicionado, aunque hay 1 dormitorio sin aire acondicionado. Todos los apartamentos tienen zona de estar amplia con TV vía satélite. La cocina está bien equipada y también cuenta con lavadora.

Los apartamentos están bien comunicados con el centro de Barcelona. Se hallan a unos 10 minutos a pie de varias tiendas, bares y restaurantes.

El paseo de Gracia se encuentra a 300 metros. La Casa Batlló y La Pedrera (ambas obras de Gaudí) quedan a 15 minutos a pie. Las estaciones de metro Passeig de Gràcia y Urquinaona están a unos 200 metros.",1,0
Barcelona,2025-05-21 : 2025-05-25,Som Nit Triomf,905.0,7.7,"El establecimiento Som Nit Triomf está ubicado en un lugar céntrico y ofrece habitaciones con WiFi gratuita y baño privado. Se halla a 800 metros de Las Ramblas, de la plaza de Cataluña y de la estación de autobuses Barcelona Nord.

Las habitaciones disponen de armario y presentan una decoración con azulejos modernistas tradicionales de Cataluña. Algunas habitaciones tienen balcón con vistas a la ciudad. Se ofrece un hervidor de agua y utensilios de planchado en la recepción bajo petición.

Hay numerosos restaurantes, tiendas y bares de moda en los alrededores, así como un supermercado 24 horas a 200 metros.

El Som Nit Triomf está situado entre los distritos del Ensanche y el Born, a 450 metros de las estaciones de metro Arc de Triomf y Urquinaona. Además, se encuentra a 10 minutos a pie del elegante Paseo de Gracia y a solo 150 metros del paseo arbolado de Lluís Companys, que lleva hasta el parque de la Ciudadela.",1,0
Barcelona,2025-05-21 : 2025-05-25,NH Barcelona Stadium,1201.0,8.3,"El moderno NH Barcelona Stadium ofrece vistas al Camp Nou y a la avenida Diagonal, proporciona conexión WiFi gratuita y alberga un gimnasio, así como una piscina de temporada en la azotea. Sus habitaciones incluyen aire acondicionado, TV de pantalla plana vía satélite, minibar y carta de almohadas.

El NH Barcelona Stadium Hotel tiene un solárium de temporada con tumbonas y magníficas vistas sobre Barcelona en dirección a Montjuic.

El establecimiento alberga el restaurante Acanto, que sirve un desayuno buffet variado y almuerzos a la carta. También cuenta con una cafetería en el vestíbulo, que abre todos los días hasta la medianoche. El restaurante permanece cerrado durante los meses de verano.

La estación de metro de Les Corts, ubicada a solo 5 minutos a pie, enlaza con el centro histórico de Barcelona. El establecimiento se encuentra a 10 minutos, también a pie, de la avenida Diagonal y a 1,5 km de la estación de Sants.

El centro de congresos Fira de Barcelona y el aeropuerto de Barcelona-El Prat se hallan a 10 minutos en coche.",1,0
Barcelona,2025-05-21 : 2025-05-25,Grand Hyatt Barcelona,1871.0,8.6,"A five star iconic hotel located on the renowned Avenida Diagonal, in the heart of Barcelona's most exclusive residential, financial and shopping district: the Alta Barcelona.

Experience the ultimate luxury, and live where the best of Barcelona lives, where Grand Hyatt chooses to be: a captivating destination within another destination. Combining design with sophistication, it is the most exclusive gastronomical and vibrant destination, for an unparalleled experience.

With 465 rooms including 49 suites and a penthouse, 5 gastronomy spaces, a Wellness & Spa area and an outdoor area with terrace and pool, Grand Hyatt Barcelona is the perfect choice for a lavish and unforgettable getaway.

Designer rooms at Grand Hyatt Barcelona offer home automation technology, a 49-inch Smart TV, a safe, air conditioning and free WiFi. Their private bathroom includes Natura Bissé amenities, bathrobes and slippers. Guests have free access to a bright, modern 24-hour gym with a variety of equipment.

Oasis Spa by Natura Bissé houses more than 1000 m² space for well-being, including water circuits, saunas and steam baths. You can relax with one of the range of treatments available onsite and coordinated by expert therapists. Kindly be informed that the minimum age for entering the Spa is 18.

Grand Hyatt Barcelona is 5-minute walking from Football Club Barcelona’s Camp Nou Stadium, 400 metres from Maria Cristina Metro Station and the central Plaza España Square is 3 metro stops away. L’Illa Diagonal Shopping Centre is 15 minutes on foot.",1,0
Barcelona,2025-05-21 : 2025-05-25,Bonanova Suite,872.0,8.5,"Estos apartamentos se encuentran en el barrio residencial de Sarrià-Sant Gervasi, a solo 10 minutos de la Plaza Cataluña.

El aparthotel cuenta con estudios amplios y atractivos que permiten disfrutar de una estancia más cómoda y agradable. Además, ofrece excelentes conexiones de transporte público con el centro de Barcelona.

El Bonanova Suite ofrece recepción 24 horas, mostrador de información turística y servicio de traslado de pago.

La estación de tren de El Putxet se halla a 4 minutos a pie, mientras que el Parque Güell de Gaudí queda a 30 minutos a pie.",1,0
