City,Date Period,Hotel,Prices,Ratings,Description
Barcelona,2025-06-04 : 2025-06-08,Hotel Paxton Barcelona,2495.0,8.8,"Hotel Paxton Barcelona se encuentra en Barcelona, a 12 min a pie de Platja del Bogatell, y ofrece alojamiento con piscina de temporada al aire libre, parking privado, centro de fitness y salón de uso común. Este hotel de 4 estrellas tiene wifi gratis, servicio de habitaciones y recepción 24 horas. El hotel tiene terraza, vistas a la ciudad, restaurante y bar.

El hotel ofrece habitaciones con aire acondicionado, escritorio, cafetera, nevera, caja fuerte, TV de pantalla plana y baño privado con ducha. Hotel Paxton Barcelona dispone de algunas habitaciones con vistas a la piscina, y todas tienen hervidor. En el alojamiento, cada habitación está equipada con ropa de cama y toallas.

En Hotel Paxton Barcelona se sirve un desayuno buffet.

Cerca del alojamiento hay puntos de interés como Playa de la Mar Bella, Platja de la Nova Icària y Port Olimpic. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 16 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
Barcelona,2025-06-04 : 2025-06-08,Hotel Viladomat,1119.0,7.6,"El Hotel Viladomat goza de una ubicación idónea en Barcelona, a menos de 10 minutos a pie de la estación de metro Hospital Clinic. Ofrece WiFi gratuita y bar.

Todas las habitaciones disponen de aire acondicionado, TV vía satélite, caja fuerte, escritorio y minibar. El baño privado incluye bañera, ducha, secador de pelo y artículos de aseo gratuitos.

El Hotel Viladomat cuenta con recepción 24 horas y servicio de venta de entradas. Además, se proporciona servicio de enlace con el aeropuerto por un suplemento y consigna de equipaje.

Está a 20 minutos a pie de la Plaza Catalunya y de las famosas Ramblas de Barcelona. Si lo desea, el personal puede proporcionarle información sobre la ciudad y los principales lugares de interés. El Hotel Viladomat se encuentra a 1 km de la estación de Sants, con servicio directo al aeropuerto de Barcelona."
Barcelona,2025-06-04 : 2025-06-08,Casa Lit Barcelona,967.0,8.2,"La Casa Lit Barcelona está situada a 400 metros de Las Ramblas y ofrece una terraza en la azotea con vistas a la ciudad y al mar. Las habitaciones están equipadas con wifi gratuita y TV de pantalla plana vía satélite.

Alberga un patio donde disfrutar de un desayuno buffet. Todas las habitaciones tienen un diseño abierto e incluyen aire acondicionado.

La Casa Lit Barcelona cuenta con recepción 24 horas y ofrece servicio de reserva de restaurantes, entradas para espectáculos y visitas guiadas por Barcelona. También hay mapas gratuitos de la ciudad a disposición de los huéspedes.

Se encuentra en la zona baja del barrio del Raval, a 700 metros del puerto de Barcelona. Las estaciones de metro de Drassanes y Paral·lel están a 300 metros."
Barcelona,2025-06-04 : 2025-06-08,Hotel Rialto,960.0,8.5,"Este elegante hotel, situado justo al lado de las famosas Ramblas de Barcelona, ocupa un edificio histórico donde nació el artista Joan Miró. Las habitaciones del Hotel Rialto tienen aire acondicionado y TV de pantalla plana.

Cada habitación del Hotel Rialto presenta suelos de madera y un diseño sencillo y funcional. Los modernos cuartos de baño incluyen artículos de tocador básicos. Es posible alquilar una caja fuerte.

Los huéspedes pueden disfrutar de un variado desayuno bufé y de deliciosas comidas mediterráneas en el restaurante Miró del Rialto. También hay muchos restaurantes y animados bares en las calles circundantes.

La recepción 24 horas del Rialto ofrece información sobre la ciudad. El mercado de la Boquería y la catedral de Barcelona están a 400 metros. La estación de metro de Liceu se halla a solo 300 metros y la plaza de Cataluña, a 10 minutos a pie del hotel."
Barcelona,2025-06-04 : 2025-06-08,Hotel Via Augusta,989.0,8.4,"El Hotel Via Augusta está situado junto a la estación FGC de Gracia. Dispone de una terraza en la azotea con vistas de Barcelona. Ofrece habitaciones funcionales con aire acondicionado, conexión inalámbrica a internet gratuita y TV vía satélite con pantalla plana.

El Vía Augusta ocupa un edificio histórico con un original recibidor. Las habitaciones presentan una decoración sencilla y moderna y tienen suelos de madera. Incluyen escritorio, caja fuerte y cuarto de baño con secador de pelo.

El hotel sirve un variado desayuno bufé, y también hay una máquina expendedora de bebidas. A un paseo de 5 minutos, en el popular barrio de Gracia, encontrará una amplia gama de bares y restaurantes.

El Hotel Via Augusta está a 400 m de la estación de metro de Fontana. El parque Güell está a sólo 1 parada de metro. Plaza Catalunya y Las Ramblas están a un trayecto de 5 minutos desde la cercana estación de Gracia."
Barcelona,2025-06-04 : 2025-06-08,Chic & Basic Velvet,1004.0,8.2,"Este moderno hotel presenta una decoración de la década de 1950 y ofrece habitaciones con aire acondicionado, WiFi gratuita y TV de pantalla plana vía satélite. La plaza Espanya de Barcelona está a 8 minutos a pie.

Las habitaciones del Chic & Basic Velvet presentan una decoración elegante con suelo de parquet e incluyen baño privado con secador de pelo y artículos de aseo gratuitos.

El hotel sirve un desayuno buffet diario en el comedor y los huéspedes pueden tomar bebidas en el bar de autoservicio, que tiene acceso directo a la terraza.

Además, a 10 minutos a pie hay una gran variedad de restaurantes.

El Chic & Basic Velvet está a solo 10 minutos a pie del centro de convenciones Fira, de la parada de autobús del aeropuerto y de Montjüic, que alberga el Museo Joan Miró y la Fuente Mágica."
Barcelona,2025-06-04 : 2025-06-08,Catalonia Diagonal Centro,1250.0,8.7,"El Catalonia Diagonal Centro se encuentra en pleno centro del barrio barcelonés del Eixample, a 300 metros de la estación de metro Diagonal. Cuenta con piscina de temporada al aire libre y WiFi gratuita en todas las instalaciones.

El Catalonia Diagonal Centro ofrece alojamiento cómodo y moderno cerca de los lugares más famosos de Barcelona.

Se halla a 300 metros de La Pedrera, en la avenida Passeig de Gràcia, una de las creaciones más famosas de Gaudí. Está cerca de los edificios modernistas, la plaza Catalunya y Las Ramblas.

Las elegantes habitaciones incluyen muebles modernos de madera y baño de mármol. Disponen de TV vía satélite y WiFi gratuita.

El hotel está a unos pasos del barrio de Gràcia, con sus tiendas bohemias, sus plazas arboladas y su gran número de bares y restaurantes. En las inmediaciones hay varias paradas de metro y autobús que permiten acceder fácilmente al resto de la ciudad. Las habitaciones incluyen TV inteligente con Chromecast."
Barcelona,2025-06-04 : 2025-06-08,B Hotel,1240.0,8.6,"Este hotel de diseño está a solo 150 metros de la plaza España y frente al centro comercial Las Arenas. Cuenta con una piscina en la 8ª planta y un solárium que ofrece vistas espectaculares a Montjuïc.

Las habitaciones del B Hotel tienen aire acondicionado, son amplias y están insonorizadas. Además, todas incluyen WiFi gratuita y están decoradas con obras de arte contemporáneas. Todas las habitaciones disponen de hervidor eléctrico y carta de almohadas.

En el B Bar se sirven tapas modernas y una amplia selección de vinos españoles. El servicio de habitaciones también está disponible en el bar y en la zona de la piscina.

La estación de metro de Plaza Espanya está a 200 metros del hotel, mientras que el centro de exposiciones Fira de Barcelona se encuentra a solo 250 metros. Además, la Fuente Mágica de Montjuïc queda a unos 5 minutos a pie."
Barcelona,2025-06-04 : 2025-06-08,Catalonia Barcelona 505,1060.0,8.5,"El Catalonia Barcelona 505 se encuentra en la zona Sant Gervasi de Barcelona y dispone de piscina exterior y de habitaciones amplias con WiFi gratuita. El centro está a 15 minutos de la estación de tren de El Putxet, situada a 400 metros.

El hotel está cerca de centros médicos importantes, como Dexeus, Barraquer y las clínicas Teknon y Sant Jordi, y está al lado del Tranvía Azul, con destino al teleférico del Tibidabo.

Las habitaciones tienen aire acondicionado, caja fuerte, minibar y TV vía satélite. Hay escritorio y baño privado con secador de pelo y artículos de aseo.

El restaurante C50&5 elabora cocina internacional, y hay bar y servicio de habitaciones.

La recepción está abierta las 24 horas y ofrece servicio de alquiler de coche. Desde el hotel es fácil llegar a la autopista B20, y el aparcamiento de las instalaciones está disponible por un suplemento."
Barcelona,2025-06-04 : 2025-06-08,Royal Ramblas,1359.0,8.3,"El Royal Ramblas está ubicado en las famosas Ramblas de Barcelona, a 100 metros de la plaza Catalunya. Ofrece habitaciones elegantes y modernas con aire acondicionado, TV de plasma, WiFi gratuita y aparcamiento privado. Algunas habitaciones tienen vistas magníficas a las Ramblas.

El hotel alberga una sala de reuniones con vistas excepcionales a las Ramblas.

El restaurante La Poma sirve un desayuno buffet con varios productos regionales y bollería casera. Tiene vistas impresionantes a las Ramblas y ofrece comida mediterránea.

El Royal Ramblas Hotel está muy bien ubicado. Tiene acceso a todos los servicios de transporte público y se halla a 5 minutos a pie del elegante paseo de Gracia, que cuenta con numerosos restaurantes y tiendas exclusivas. El centro histórico queda a poca distancia a pie, así como el mercado de La Boquería y el MACBA (Museo de Arte Contemporáneo de Barcelona). La playa está a 20 minutos.

El personal del mostrador de información turística del Royal Ramblas Barcelona ofrece información práctica sobre la ciudad y presta un servicio de alquiler de coches. También gestiona el servicio de enlace con el aeropuerto."
Barcelona,2025-06-04 : 2025-06-08,Catalonia Sagrada Familia,1109.0,8.4,"El Catalonia Sagrada Familia se halla a 15 minutos a pie de la Sagrada Familia de Gaudí y a solo 300 metros de la estación de tren y metro del Clot. Cuenta con restaurante, gimnasio y piscina al aire libre de temporada.

El Catalonia Sagrada Familia presenta una bella decoración tradicional. Las habitaciones incluyen escritorio, nevera pequeña con agua gratuita y caja fuerte. Hay WiFi gratuita.
Todas las habitaciones del hotel están equipadas con Smart TV con la aplicación Chromecast.

El restaurante sirve un desayuno buffet, además de varios platos de la cocina catalana y mediterránea. También hay un bar y una cafetería que sirve bebidas y aperitivos todo el día.

El Catalonia Sagrada Familia presta servicio de alquiler de coches. El personal de la recepción 24 horas proporciona información turística sobre Barcelona. El hotel está a 200 metros de la Torre Agbar.

El centro de la ciudad queda a 4 paradas desde la estación de metro del Clot, donde también para el tren que lleva al aeropuerto."
Barcelona,2025-06-04 : 2025-06-08,BCN Urbaness Hotels Del Comte,1105.0,7.6,"El Hotel Del Comte está situado en Barcelona, a 100 metros de la estación de metro de Urgell y a 15 minutos a pie de la Rambla y de la plaza de España. Ofrece habitaciones modernas con WiFi gratuita y TV de pantalla plana vía satélite.

Las habitaciones del hotel Del Comte presentan suelo de parquet y un diseño elegante. Están equipadas con aire acondicionado, escritorio y baño privado con secador de pelo.

El personal de la recepción del Del Comte Hotel, abierta las 24 horas, puede facilitar información turística sobre Barcelona.

Hay una parada de autobús a solo 3 minutos a pie del hotel Del Comte, que conecta con el aeropuerto de Barcelona-El Prat. Además, el establecimiento se encuentra a tan solo 2 paradas de metro de la plaça de Catalunya, la plaza principal de Barcelona."
Barcelona,2025-06-04 : 2025-06-08,Catalonia Eixample 1864,1290.0,8.6,"Este hotel ocupa un edificio del siglo XIX situado en el barrio del Eixample, en Barcelona, y ofrece interiores modernos decorados con elegancia y WiFi gratuita. El alojamiento se encuentra a solo 300 metros del paseo de Gràcia, que alberga tiendas de diseño y edificios diseñados por Gaudí.

El Catalonia Eixample 1864 está ubicado en uno de los edificios más antiguos del Eixample y cuenta con una fachada pintada declarada monumento histórico-artístico.

Todas las habitaciones están insonorizadas y disponen de baño privado, suelos y muebles de madera elegantes, aire acondicionado y Smart TV con aplicación Chromecast. Algunas habitaciones tienen terraza privada y piscina.

Todas las mañanas se sirve un desayuno buffet con cocina en vivo en la Sala Minerva, mientras que el restaurante del hotel, Les Finestres de Llúria, propone comida tradicional catalana con un toque creativo. Se proporciona servicio de habitaciones.

El Catalonia Eixample 1864 cuenta con piscina en la azotea, terraza, bar y gimnasio.

El Catalonia Eixample 1864 goza de una ubicación ideal, a solo 5 minutos a pie de la estación de Passeig de Gràcia. El alojamiento se halla a 10 minutos a pie de la plaza Catalunya.

El hotel ofrece aparcamiento privado por un suplemento y estación de carga para vehículos eléctricos."
Barcelona,2025-06-04 : 2025-06-08,Hesperia Barcelona Barri Gòtic,1465.0,8.7,"Hesperia Barcelona Barri Gòtic es un alojamiento bien ubicado en el centro de Barcelona que ofrece habitaciones con aire acondicionado, centro de fitness, wifi gratis y salón de uso común. El alojamiento está a unos 18 min a pie de Platja de Sant Sebastià, a 1,6 km de Platja de la Barceloneta y a 5 min a pie de Plaza Real. Este alojamiento hipoalergénico se encuentra a 16 min a pie de Platja de Sant Miquel.

En el hotel, todas las habitaciones están equipadas con escritorio, TV de pantalla plana, baño privado, ropa de cama y toallas. Cada habitación está equipada con caja fuerte, algunas ofrecen balcón y otras también disponen de vistas a la ciudad. Las habitaciones cuentan con armario y hervidor.

En Hesperia Barcelona Barri Gòtic se sirve un desayuno continental.

Hay un centro de negocios y máquinas expendedoras de snacks y bebidas en el propio alojamiento en el alojamiento. El personal de la recepción habla catalán, inglés y español, y puede ayudar a la clientela a planificar su estancia.

Cerca del alojamiento hay puntos de interés como Santa María del Mar, Museo Picasso y Paseo de Gracia. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 12 km."
Barcelona,2025-06-04 : 2025-06-08,Hotel Concordia Barcelona,1150.0,8.3,"El Hotel Concordia Barcelona está situado a 800 metros de la plaza de España y del Centro de Exposiciones Fira de Barcelona. Dispone de terraza solárium con piscina al aire libre y bar de cócteles en verano.

Las habitaciones del Hotel Concordia Barcelona, amplias y luminosas, presentan una decoración moderna y están equipadas con aire acondicionado. Todas las habitaciones disponen de conexión WiFi gratuita, TV de pantalla plana, caja fuerte, minibar y baño privado con artículos de aseo.

El restaurante Bistro Triple Sec del Concordia Barcelona es moderno y elegante y sirve cocina tradicional mediterránea. El desayuno buffet es variado e incluye distintas opciones saludables. También hay una cafetería y un bar de cócteles que abren todos los días. Cuenta con aparcamiento privado, disponible por un suplemento, y estación de carga de coches eléctricos.

El hotel está situado junto a la estación de Poble Sec, a 5 minutos en metro del puerto de Barcelona y de La Rambla, a la que también se puede llegar en 15 minutos a pie. Los autobuses directos al aeropuerto paran en la plaza de España, a 15 minutos a pie.

El aparcamiento privado está disponible por un suplemento."
Barcelona,2025-06-04 : 2025-06-08,Catalonia Atenas,1260.0,8.3,"El Atenas Catalonia está situado a 3 paradas de metro del centro de Barcelona y tiene una piscina en la azotea con vistas a la cercana torre Agbar y a la Sagrada Familia. Ofrece wifi gratuita y alberga un gimnasio y un spa con baño turco.

Las habitaciones del Hotel Atenas Barcelona son sencillas y luminosas y cuentan con suelo de madera. Todas tienen aire acondicionado, minibar y TV vía satélite.

El desayuno buffet del hotel cuenta con cocina a la vista y el Gastrobar ofrece cócteles y platos mediterráneos. También hay una piscina en la planta 11 con vistas espectaculares a la ciudad.

Este hotel se encuentra a poco más de 1 km de la Sagrada Familia y a 15 minutos a pie del centro comercial Glòries.

El Catalonia Atenas proporciona parking, presta servicio de equipaje y está a 2 minutos a pie de la estación de metro de Clot y a 200 metros de la estación de tren de Clot, desde donde salen trenes directos al aeropuerto de Barcelona."
Barcelona,2025-06-04 : 2025-06-08,Hostal Central Barcelona,1077.0,8.4,"Este alojamiento decorado en estilo clásico se encuentra en el centro de Barcelona, en el barrio modernista del Eixample, que data de finales del siglo XIX. Hay WiFi gratuita en todas las zonas.

Las habitaciones, renovadas en 2018, tienen suelo de madera, aire acondicionado, TV inteligente, caja fuerte gratuita y baño privado con secador de pelo profesional.

El Hostal Central Barcelona está situado a poca distancia a pie del centro de la ciudad, que alberga numerosos monumentos modernistas de Gaudí, como la Casa Batllò y La Pedrera.

El Hostal Central Barcelona ofrece alojamiento tranquilo y presenta una decoración interior artística y con encanto."
Barcelona,2025-06-04 : 2025-06-08,Gaudi Hotel,1281.0,8.3,"El Gaudi Hotel, situado a solo 50 metros de las famosas Ramblas de Barcelona, cuenta con una terraza en la azotea con vistas al Palau Güell y a la ciudad. Hay wifi gratuita.

Este hotel se encuentra a 300 metros de la estación de metro de Liceu y a poca distancia a pie de muchos de los lugares de interés de la ciudad. El mercado de la Boquería se encuentra a 450 metros, mientras que el puerto y el Barrio Gótico están a 10 minutos a pie.

Todas las habitaciones del Gaudi Hotel disponen de conexión wifi gratuita, aire acondicionado, baño privado y TV. También tienen suelo de madera y algunas ofrecen excelentes vistas a la ciudad o al Palau Güell.

El restaurante del Gaudi Hotel sirve un desayuno buffet americano. También hay un bar.

Este hotel cuenta con recepción 24 horas y parking junto al hotel."
Barcelona,2025-06-04 : 2025-06-08,Catalonia Barcelona Plaza,1420.0,8.7,"El Hotel Catalonia Barcelona Plaza está ubicado en Barcelona, en la plaza de España, y tiene piscina de temporada en la azotea y terraza con vistas panorámicas a la ciudad. También cuenta con sala de fitness, salón de belleza y wifi gratuita.

El establecimiento está ubicado junto a la estación de metro Espanya. La plaza cuenta con numerosas paradas de autobús que enlazan con otras zonas de la ciudad, con el recinto ferial Fira Barcelona y con el aeropuerto de Barcelona.

Todas las habitaciones son amplias y disponen de aire acondicionado, TV vía satélite, caja fuerte y baño privado de mármol con secador de pelo. Hay wifi gratuita en todas las zonas y Smart TV con la aplicación Chromecast. Las 2 suites del reloj tienen ventanales con vistas increíbles a Montjuic. El hotel también ofrece habitaciones y suites con terraza privada.

El Catalonia Barcelona Plaza sirve un desayuno buffet a diario en el Simultáneo, un nuevo punto de encuentro en Barcelona que fusiona actividades culturales y de ocio con la mejor oferta gastronómica. El Simultáneo cuenta con wifi gratuita y es ideal para teletrabajar, celebrar reuniones informales, disfrutar de un concierto o tomarse un cóctel después de trabajar.

¿Ya conoce el gastrobar Simultáneo? Se trata de un local vanguardista con platos de alta cocina. El régimen de media pensión incluye el almuerzo o la cena en el gastrobar.

El restaurante Filigrana está especializado en platos catalanes modernos elaborados con ingredientes de la zona. También alberga el restaurante japonés Kurai y la terraza The Clock, que ofrece vistas a Montjuic.

El Catalonia Barcelona Plaza cuenta con un amplio centro de negocios con 3 salas de conferencias grandes y 8 salas de reuniones, todas ellas equipadas con lo último en tecnología.

Esta zona de Barcelona es la favorita de nuestros huéspedes (según comentarios independientes)."
Barcelona,2025-06-04 : 2025-06-08,Hotel Sant Agustí,1089.0,8,"El Sant Agustí, inaugurado en 1840, ocupa un convento restaurado situado a solo 150 metros del famoso paseo de La Rambla de Barcelona. Ofrece habitaciones funcionales con conexión WiFi gratuita, aire acondicionado y TV de pantalla plana vía satélite.

Las habitaciones del Hotel Sant Agustí presentan un diseño sencillo y moderno con suelo de madera e incluyen caja fuerte. Algunas tienen balcón privado, mientras que todas disponen de baño con artículos de aseo y secador de pelo.

El Sant Agustí sirve un desayuno buffet continental todos los días.

En la planta baja encontrará diversos ordenadores de uso gratuito. La recepción permanece abierta las 24 horas.

El hotel se halla en una plaza de ambiente tranquilo, a 2 minutos a pie de la estación de metro de Liceu y del mercado La Boquería. La plaza de Catalunya, ubicada a menos de 700 metros, ofrece numerosas conexiones de tren y autobús, incluidos enlaces directos con el aeropuerto."
