City,Date Period,Hotel,Prices,Ratings,Description
Valencia,2025-05-21 : 2025-05-25,Hotel RH Sorolla Centro,646.0,8.9,"Este hotel se encuentra en una calle peatonal, a 200 metros de la estación de tren de Valencia y a solo 50 metros de la plaza del Ayuntamiento. El establecimiento ofrece habitaciones modernas equipadas con aire acondicionado, TV vía satélite y WiFi gratuita.

La recepción del Sorolla está abierta las 24 horas y cuenta con servicio de alquiler de bicicletas y coches. También hay mostrador de información turística.

El establecimiento sirve un desayuno buffet a diario de 07:30 a 11:00. El hotel está situado a pocos pasos de numerosas tiendas.

El Sorolla Centro goza de una ubicación céntrica, a poca distancia a pie de numerosos lugares turísticos de Valencia. Asimismo, el establecimiento se halla a solo 200 metros de la estación de metro Xàtiva."
Valencia,2025-05-21 : 2025-05-25,Apartamento Gutenberg,360.0,7.8,"Apartamento Gutenberg ofrece alojamiento con wifi gratis, cocina, nevera, horno y microondas a 700 metros del centro de Valencia.

También hay fogones y tostadora, además de cafetera y hervidor.

Cerca del alojamiento hay puntos de interés como Church of Saint Nicolás, Basílica de la Virgen de los Desamparados y Jardines de Monforte. El aeropuerto (Aeropuerto de Valencia) está a 8 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
Valencia,2025-05-21 : 2025-05-25,Ad Hoc Carmen,556.0,8.3,"El hotel Ad Hoc Carmen está situado en el centro histórico de Valencia, a solo 400 metros de la catedral de la ciudad, y ofrece servicio de recepción las 24 horas y conexión WiFi gratuita en todas las instalaciones.

Las habitaciones de este hotel cuentan con mobiliario sencillo y moderno y están equipadas con aire acondicionado, armario, calefacción, TV de pantalla plana, teléfono, y baño privado con artículos de aseo gratuitos.

El Ad Hoc Carmen ofrece información turística de la zona y servicio de alquiler de bicicletas.

La playa de la Malvarrosa se encuentra a 6 km y la reserva natural del Parque de la Albufera, a 30 minutos en coche."
Valencia,2025-05-21 : 2025-05-25,B&B HOTEL Valencia Ciudad de las Ciencias,392.0,7.9,"Este hotel está situado a unos 1,5 km de la impresionante Ciudad de las Artes y las Ciencias de Valencia y ofrece habitaciones modernas y WiFi gratuita. La recepción está abierta las 24 horas.

Las habitaciones son modernas y tienen TV de pantalla plana. La calefacción central y el aire acondicionado están disponibles según la temporada. El baño privado cuenta con secador de pelo. Las habitaciones se limpian todos los días.

Todos los días se sirve un variado desayuno buffet. También hay un bar en el vestíbulo.

El B&B HOTEL Valencia Ciudad de las Ciencias se encuentra a 3 km del centro de Valencia y a 5 km de la playa de Las Arenas. Feria Valencia está a 20 minutos en coche y el hospital La Fe, a 800 metros."
Valencia,2025-05-21 : 2025-05-25,APARTAMENTOS En Plom,400.0,7.4,"APARTAMENTOS En Plom está en el centro de Valencia, a 6 min a pie de Church of Saint Nicolás y a 1 km de Basílica de la Virgen de los Desamparados, y ofrece alojamiento con wifi gratis.

Cerca del alojamiento hay puntos de interés como Jardín del Turia, Museo Nacional de Cerámica y Artes Santuarias González Martí y Estación de tren del Norte. El aeropuerto (Aeropuerto de Valencia) está a 8 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
Valencia,2025-05-21 : 2025-05-25,Nommadas Jero - Only Adults,551.0,8.3,"El Hotel Nommadas está situado en el centro de Valencia, entre la plaza de toros y la plaza del ayuntamiento. Ofrece habitaciones amplias con TV de pantalla plana y wifi gratuita.

Las habitaciones están decoradas en tonos pastel y algunas disponen de balcón con vistas a la calle peatonal cercana. Además, constan de baño privado y aire acondicionado.

La estación central de tren de Valencia, Xativa, está a solo 100 metros del establecimiento y ofrece acceso directo al aeropuerto. El Jero Hostal se encuentra a solo 50 metros de varios bares y restaurantes y a menos de 5 km de la playa de Las Arenas."
Valencia,2025-05-21 : 2025-05-25,Dorm4You Arena 2,504.0,9.1,"Dorm4You Arena 2 está en el barrio de Quatre Carreres, en Valencia, a 3,5 km de Estación de tren del Norte y a 4,2 km de Oceanográfico. Hay wifi gratis en todo el alojamiento y parking privado en el propio alojamiento.

El alojamiento tiene aire acondicionado, cocina totalmente equipada, TV de pantalla plana y baño privado con ducha y secador de pelo. También se ofrece nevera, microondas y fogones, además de cafetera.

Museo Nacional de Cerámica y Artes Santuarias González Martí está a 4,7 km del alojamiento, y Basílica de la Virgen de los Desamparados está a 4,8 km. El aeropuerto (Aeropuerto de Valencia) está a 10 km."
Valencia,2025-05-21 : 2025-05-25,Turia Valencia,591.0,8.5,"El Hotel Turia se encuentra junto a la estación de autobuses de Valencia y a 350 metros de la estación de metro Turia. El alojamiento está situado frente al jardín del Turia y el jardín botánico de Valencia, a 20 minutos a pie de la catedral.

Todas las habitaciones del Turia Hotel disponen de aire acondicionado y TV. La mayoría están equipadas con balcón privado. Todas las habitaciones incluyen caja fuerte y baño privado con secador de pelo.

El hotel se halla frente al centro comercial Nuevo Centro y los grandes almacenes El Corte Inglés. El alojamiento también está bien comunicado en transporte público con la Ciudad de las Artes y las Ciencias, el aeropuerto y el centro de convenciones.

El Turia cuenta con bar, mostrador de información turística y recepción 24 horas.

Hay WiFi gratuita en todas las instalaciones. Se facilita aparcamiento por un suplemento.

Se están llevando a cabo obras de reforma en el hotel. Debido a ello, puede haber ruido durante el día."
Valencia,2025-05-21 : 2025-05-25,Resa Patacona,393.0,7.6,"Resa Patacona se encuentra en Valencia, a 7 min a pie de Playa de Patacona, y ofrece alojamiento con piscina de temporada al aire libre, parking privado, centro de fitness y salón de uso común. Este hotel de 2 estrellas ofrece terraza y habitaciones con aire acondicionado, wifi gratis y baño privado. Este alojamiento libre de humo está a 10 min a pie de Playa de la Malvarrosa.

En el hotel, cada habitación dispone de escritorio. Algunas habitaciones también disponen de cocina con microondas y fogones. En Resa Patacona, todas las habitaciones tienen ropa de cama y toallas.

El alojamiento ofrece desayuno buffet o continental. Resa Patacona cuenta un restaurante que sirve cocina mediterránea.

Se puede jugar al billar en el hotel, y también hay alquiler de bicicletas.

El personal, que habla catalán, inglés, español y francés, ofrece información en la recepción.

Playa de las Arenas está a 1,7 km del alojamiento, y Puerto de Valencia está a 3,6 km. El aeropuerto (Aeropuerto de Valencia) está a 14 km."
Valencia,2025-05-21 : 2025-05-25,Apartamentos Abastos,320.0,7.4,"El Apartamentos Abastos es un alojamiento independiente situado en Valencia, a 5 minutos a pie de la estación de metro Ángel Guimerá y a 1,4 km de la catedral.

El apartamento goza de vistas a la ciudad e incluye zona de estar con TV de pantalla plana, mesa de comedor, así como zona de cocina con microondas, fogones y nevera. También hay baño privado con secador de pelo.

Se proporcionan ropa de cama, utensilios de cocina y toallas. El apartamento dispone de ascensor y lavadora.

Hay una amplia gama de tiendas, restaurantes y bares en las inmediaciones. La Ciudad de las Artes y las Ciencias y la playa de la Malvarrosa están a 15 minutos en coche. El aeropuerto de Valencia se halla a 9,6 km."
Valencia,2025-05-21 : 2025-05-25,Cozy apartment in Valencia center,490.0,7.6,"Cozy apartment in Valencia center se encuentra en Valencia, a 10 min a pie de Estación de tren del Norte y a 300 metros del centro, y ofrece alojamiento con aire acondicionado, wifi gratis y terraza. Se ofrece parking privado por un suplemento.

El apartamento ofrece TV de pantalla plana y baño privado con artículos de aseo gratuitos, secador de pelo y ducha. También se ofrece nevera, microondas y fogones en la cocina, además de hervidor.

En Cozy apartment in Valencia center se puede disfrutar de un desayuno continental.

Cerca del alojamiento hay puntos de interés como Church of Saint Nicolás, Jardín del Turia y Museo Nacional de Cerámica y Artes Santuarias González Martí. El aeropuerto (Aeropuerto de Valencia) está a 8 km."
Valencia,2025-05-21 : 2025-05-25,VLC Host - Zapadores,367.0,7.6,"VLC Host - Zapadores se encuentra a 17 min a pie de Estación de tren del Norte, en Valencia, y ofrece alojamiento con aire acondicionado y wifi gratis.

El alojamiento está equipado con TV de pantalla plana y baño privado con ducha y secador de pelo. La zona de cocina dispone de nevera, lavavajillas y horno. También se ofrece microondas, fogones y tostadora, además de cafetera y hervidor.

Cerca del alojamiento hay puntos de interés como Museo Nacional de Cerámica y Artes Santuarias González Martí, Jardín del Turia y Estación de tren Joaquín Sorolla. El aeropuerto (Aeropuerto de Valencia) está a 9 km."
Valencia,2025-05-21 : 2025-05-25,Flats Friends Soho Suites,660.0,8.6,"El Flats Friends Soho Suites está situado en el centro de Valencia, a 5 minutos a pie del mercado central y de la Lonja de la Seda de Valencia, y ofrece WiFi gratuita y aire acondicionado.

Estos apartamentos modernos disponen de zona de salón comedor con TV de pantalla plana, cocina equipada, ropa de cama, toallas y secador de pelo.

El establecimiento se halla en el barrio del Carmen y está rodeado de muchas tiendas, restaurantes y bares. La catedral de Valencia se encuentra a 10 minutos a pie.

Hay aparcamiento privado, por un suplemento."
Valencia,2025-05-21 : 2025-05-25,Flats Friends Nave,570.0,8.7,"Flats Friends Nave está en el centro de Valencia, a 8 min a pie de Jardín del Turia y a 300 metros de Museo Nacional de Cerámica y Artes Santuarias González Martí, y ofrece alojamiento con wifi gratis y zona de estar.

El alojamiento tiene aire acondicionado, cocina totalmente equipada y con zona de comedor, TV de pantalla plana y baño privado con ducha y secador de pelo. También hay nevera, microondas y fogones, además de cafetera.

Cerca del alojamiento hay puntos de interés como Basílica de la Virgen de los Desamparados, Estación de tren del Norte y Jardines de Monforte. El aeropuerto (Aeropuerto de Valencia) está a 9 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
Valencia,2025-05-21 : 2025-05-25,Small and Cozy Rooms - G10,360.0,6.2,"Small and Cozy Rooms - G10 se encuentra en Valencia, a 2,8 km de Church of Saint Nicolás, y dispone de terraza, habitaciones libres de humo y wifi gratis en todo el alojamiento. El alojamiento está a 3,8 km de Basílica de la Virgen de los Desamparados, a 3,8 km de Jardines de Monforte y a 3,9 km de Jardín del Turia. Museo Nacional de Cerámica y Artes Santuarias González Martí está a 4,1 km del hostal o pensión y Bioparc Valencia, a 4,3 km.

Todas las unidades incluyen aire acondicionado, nevera, microondas, cafetera, ducha, secador de pelo y escritorio. En el hostal o pensión, todas las habitaciones incluyen baño privado y ropa de cama.

Estación de tren del Norte está a 5,2 km del alojamiento, y Puerto de Valencia está a 7,4 km. El aeropuerto (Aeropuerto de Valencia) está a 12 km."
Valencia,2025-05-21 : 2025-05-25,Novotel Valencia Lavant,580.0,,"Novotel Valencia Lavant tiene piscina de temporada al aire libre, centro de fitness, terraza y restaurante en Valencia. Este hotel de 4 estrellas ofrece bar y tiene habitaciones con aire acondicionado, wifi gratis y baño privado. El alojamiento dispone de servicio de conserjería, mostrador de información turística y cambio de moneda.

Las unidades de este alojamiento están equipadas con TV de pantalla plana con canales vía satélite y caja fuerte. En el hotel, las habitaciones disponen de ropa de cama y toallas.

En Novotel Valencia Lavant se puede disfrutar de un desayuno buffet.

El personal de la recepción 24 horas habla alemán, inglés, español y francés, y puede ayudar a la clientela a planificar su estancia.

Cerca del alojamiento hay puntos de interés como Church of Saint Nicolás, Basílica de la Virgen de los Desamparados y Jardín Botánico de Valencia. El aeropuerto (Aeropuerto de Valencia) está a 7 km."
Valencia,2025-05-21 : 2025-05-25,El Coso,640.0,7.6,"Este nuevo hotel está situado justo al lado de la playa de Las Arenas, en el ensanche de Valencia del siglo XXI, junto al edificio Veles e Vents.

En el corazón de la nueva urbanización de Valencia, el Hotel El Coso dispone de unas instalaciones para que disfrutes, como bañera de hidromasaje o jacuzzi.

Además, todas las habitaciones están equipadas con internet gratuito y televisores con pantalla de plasma con más de 40 canales.

En los 2 restaurantes del hotel se sirven platos mediterráneos y la especialidad local: paella.

Solo se admiten mascotas en los apartamentos bajo petición y por un suplemento de 10 EUR por mascota y noche."
Valencia,2025-05-21 : 2025-05-25,Cool Central Market,553.0,8.9,"Cool Central Market se encuentra en el centro de Valencia y ofrece alojamiento bien equipado y con wifi gratis a 9 min a pie de Estación de tren del Norte y a 600 metros de Church of Saint Nicolás.

Algunas unidades incluyen aire acondicionado, TV de pantalla plana, lavadora, cafetera y cocina.

El apartamento ofrece servicio de alquiler de bicicletas.

Cerca del alojamiento hay puntos de interés como Jardín del Turia, Museo Nacional de Cerámica y Artes Santuarias González Martí y Basílica de la Virgen de los Desamparados. El aeropuerto (Aeropuerto de Valencia) está a 8 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
Valencia,2025-05-21 : 2025-05-25,Central Station. Free Wifi & Terrace,477.0,7.1,"Central Station. Free Wifi & Terrace está en el barrio de Extramurs, en Valencia, a 2 min a pie de Estación de tren del Norte, a 1,2 km de Church of Saint Nicolás y a 19 min a pie de Jardín del Turia. Este apartamento ofrece wifi gratis, una cocina totalmente equipada y una terraza.

Este apartamento de 1 dormitorio ofrece TV de pantalla plana, aire acondicionado y sala de estar.

Cerca del alojamiento hay puntos de interés como Museo Nacional de Cerámica y Artes Santuarias González Martí, Basílica de la Virgen de los Desamparados y Jardines de Monforte. El aeropuerto (Aeropuerto de Valencia) está a 8 km."
Valencia,2025-05-21 : 2025-05-25,One Shot Colón,684.0,8,"El One Shot Colón, ubicado a 10 minutos a pie de la catedral de Valencia, ofrece habitaciones con aire acondicionado y conexión WiFi gratuita en todas las instalaciones.

Todas las habitaciones, con una decoración moderna, cuentan con TV de pantalla plana, escritorio y armario. Algunas disponen además de balcón y vistas a la ciudad. Los baños privados están equipados con artículos de aseo gratuitos y secador de pelo.

El establecimiento alberga una recepción abierta las 24 horas y un mostrador de información turística.

El Mercado Central se encuentra a 900 metros del One Shot Colón, mientras que la Ciudad de las Artes y las Ciencias está a 12 minutos en coche. El aeropuerto de Valencia se sitúa a 15 minutos en coche."
Valencia,2025-05-21 : 2025-05-25,ruzafa oceanograf science center,449.0,,"Ruzafa oceanograf science center se encuentra en el barrio de Quatre Carreres, en Valencia, a 1,7 km de Estación de tren del Norte, a 2,4 km de Oceanográfico y a 2 km de Museo Nacional de Cerámica y Artes Santuarias González Martí. Este apartamento está a 2,9 km de Basílica de la Virgen de los Desamparados y a 3,1 km de Jardín del Turia.

Jardines de Monforte está a 3,5 km del alojamiento, y Church of Saint Nicolás está a 3,6 km. El aeropuerto (Aeropuerto de Valencia) está a 9 km."
Valencia,2025-05-21 : 2025-05-25,Flatsforyou Mercat,440.0,8.5,"Flatsforyou Mercat ofrece alojamiento con aire acondicionado en el centro de Valencia, a 10 min a pie de Estación de tren del Norte, a 500 metros de Church of Saint Nicolás y a 15 min a pie de Jardín del Turia. Se ofrece wifi gratis en todo el alojamiento.

El apartamento ofrece balcón, vistas a la ciudad, zona de estar, TV de pantalla plana, cocina totalmente equipada con nevera y horno, y baño privado con ducha y secador de pelo. También hay microondas, fogones y tostadora, además de cafetera y hervidor.

Cerca del alojamiento hay puntos de interés como Museo Nacional de Cerámica y Artes Santuarias González Martí, Basílica de la Virgen de los Desamparados y Jardines de Monforte. El aeropuerto (Aeropuerto de Valencia) está a 8 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
Valencia,2025-05-21 : 2025-05-25,Ilunion Valencia 3,530.0,7.7,"El Ilunion Valencia 3 cuenta con piscina al aire libre y WiFi gratuita en todas las instalaciones. Se encuentra a 800 metros del centro de congresos.

Las habitaciones del Ilunion Valencia 3 presentan una decoración de estilo nórdico en colores claros y disponen de aire acondicionado y suelo de parquet. También incluyen TV de pantalla plana con canales vía satélite y baño con ducha, artículos de aseo gratuitos y secador de pelo. Algunas habitaciones ofrecen vistas impresionantes a la ciudad.

El Ilunion Valencia 3 sirve desayunos buffet a diario y prepara platos a la carta, entre ellos paella valenciana típica. Además, se preparan menús especiales para celíacos y personas con intolerancias alimentarias. El establecimiento alberga una terraza junto a la piscina.

El Ilunion Valencia 3 se encuentra a menos de 10 minutos a pie de un centro comercial y diversos restaurantes. La estación de metro Beniferri se encuentra a 250 metros y hay una parada de autobús cercana que enlaza con el centro de la ciudad de Valencia en menos de 10 minutos.

Se facilita aparcamiento privado por un suplemento.

Licencia de alquiler HO03/2012/13"
Valencia,2025-05-21 : 2025-05-25,Pio XII Apartments Valencia,456.0,8.3,"El Pio XII Apartments Valencia cuenta con una ubicación inmejorable para disfrutar de una gran estancia en la ciudad. Se encuentra a solo 2 minutos a pie del antiguo cauce del río Turia y ofrece conexiones con la ciudad inmejorables.

La parada de autobús general se encuentra a 100 metros de la recepción, así como la parada de metro Turia que conecta con el centro y el aeropuerto internacional.

Cerca se encuentra una amplia oferta gastronómica y justo enfrente está el centro comercial Nuevo Centro, que ofrece una gran variedad de tiendas, restaurantes y supermercados.
Los apartamentos están totalmente equipados y disponen de balcón al aire libre, sala de estar independiente con zona de cocina totalmente equipada, sofá cama de 1,40 cm, mesa de centro, TV de pantalla plana, wifi gratuita y aire acondicionado.
La cocina está equipada con vitrocerámica, horno, microondas, lavadora, utensilios de cocina, tostadora y hervidor de agua. Incluye kit de bienvenida con todo lo necesario el día de llegada. Ofrece tabla de planchar, plancha y tendedero.

Cada tres días se hace un repaso de limpieza del apartamento con cambio de ropa de cama y toallas.

Servicio de alquiler de bicicletas y venta de tickets de los lugares más emblemáticos de la ciudad.
Precio especial para aparcar en el parking de un centro comercial.

La recepción está abierta de 10:00 a 14:00 y de 15:00 a 19:00."
Valencia,2025-05-21 : 2025-05-25,Arena 20 Suites,594.0,8.5,"Arena 20 Suites se encuentra en Valencia, a 3 km de Oceanográfico y a 3,1 km de Estación de tren del Norte, y ofrece vistas a la ciudad y wifi gratis.

El alojamiento tiene aire acondicionado, cocina totalmente equipada y con zona de comedor, TV de pantalla plana y baño privado con ducha, artículos de aseo gratuitos y secador de pelo. También se ofrece nevera, lavavajillas y microondas, además de cafetera y hervidor.

Jardín del Turia está a 4 km del alojamiento, y Puerto de Valencia está a 4,1 km. El aeropuerto (Aeropuerto de Valencia) está a 12 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
Valencia,2025-05-21 : 2025-05-25,Viva Valencia Apartments,691.0,8.1,"Viva Valencia Apartments se encuentra en Valencia, cerca de Playa de las Arenas, Playa de la Malvarrosa, y Puerto de Valencia. Dispone de wifi gratis y terraza.

El alojamiento tiene aire acondicionado, cocina totalmente equipada y con zona de comedor, TV de pantalla plana y baño privado con ducha, artículos de aseo gratuitos y secador de pelo. También se ofrece nevera, lavavajillas y microondas, además de cafetera y hervidor.

Playa de Patacona está a 2,3 km del alojamiento, y Oceanográfico está a 3,9 km. El aeropuerto (Aeropuerto de Valencia) está a 13 km."
Valencia,2025-05-21 : 2025-05-25,Bet Apartments - Abastos,545.0,8.8,"Bet Apartments - Abastos está en Valencia, cerca de Estación de tren del Norte, Church of Saint Nicolás, y Museo Nacional de Cerámica y Artes Santuarias González Martí, y ofrece wifi gratis.

El alojamiento tiene aire acondicionado, cocina totalmente equipada, TV de pantalla plana y baño privado con ducha y secador de pelo. Para mayor comodidad, el alojamiento puede ofrecer toallas y ropa de cama por un suplemento.

Bioparc Valencia está a 3,2 km del alojamiento, y Jardín del Turia está a 3,5 km. El aeropuerto (Aeropuerto de Valencia) está a 6 km."
Valencia,2025-05-21 : 2025-05-25,Hotel Medium Valencia,612.0,8.3,"Este hotel de diseño situado a 700 metros de la impresionante Ciudad de las Artes y las Ciencias de Valencia ofrece un gimnasio y una piscina al aire libre de temporada. Las habitaciones son amplias e incluyen conexión Wi-Fi gratuita y TV de pantalla plana vía satélite.

Todas las habitaciones del Medium Valencia presentan suelos de madera y una decoración elegante. Están equipadas con aire acondicionado y baño privado con artículos de aseo y secador de pelo. Algunas tienen vistas espectaculares a la Ciudad de las Artes y las Ciencias.

El restaurante del Hotel Medium Valencia sirve cocina mediterránea. El hotel también tiene un bar salón en el vestíbulo.

El Medium Valencia se encuentra a unos 2,5 km del centro histórico de Valencia y a 4 km de las playas de la ciudad. Ofrece aparcamiento privado; además, cerca del hotel hay paradas de autobús con servicios frecuentes."
Valencia,2025-05-21 : 2025-05-25,One Shot Palacio Reina Victoria 04,829.0,8.2,"El One Shot Palacio Reina Victoria 04, situado en el centro de Valencia, junto a la plaza del Ayuntamiento, es un hotel elegante que ofrece habitaciones amplias con aire acondicionado. Además, hay WiFi gratuita en todas las instalaciones.

Todas las habitaciones incluyen TV de pantalla plana de 48 pulgadas, calefacción, caja fuerte, minibar y baño privado con bañera o ducha de efecto lluvia, secador de pelo y artículos de aseo gratuitos. La mayoría tiene vistas a la calle.

El One Shot Palacio Reina Victoria 04 está a 10 minutos a pie de la catedral de Valencia y la Llotja de la Seda, declarada Patrimonio de la Humanidad por la UNESCO. La Ciudad de las Artes y las Ciencias queda a menos de 3 km.

Desde las estaciones de metro de Xàtiva y Colón, ubicadas a 5 minutos a pie del hotel, se llega directamente al aeropuerto de Valencia en 20 minutos."
