City,Date Period,Hotel,Prices,Ratings,Description
Barcelona,2025-05-21 : 2025-05-25,htop BCN City #htopEnjoy,780.0,6.3,"El htop BCN City se encuentra junto al impresionante hospital de Sant Pau y a 10 minutos a pie de la Sagrada Familia. Ofrece habitaciones con aire acondicionado y TV.

Las habitaciones del htop BCN City presentan una decoración sencilla y disponen de escritorio. Todas tienen baño privado y muchas ofrecen vistas al hospital de Sant Pau.

La recepción del htop BCN City está abierta las 24 horas. Hay wifi gratuita en todas las zonas del hotel.

El hotel cuenta con máquinas expendedoras de aperitivos y bebidas. Hay una gran variedad de restaurantes y bares a 10 minutos a pie.

La estación de metro de Sant Pau Dos de Maig está a solo 200 metros del htop BCN City, lo que le permitirá llegar fácilmente al resto de la ciudad."
Barcelona,2025-05-21 : 2025-05-25,Apartamentos Navas 2,891.0,8.6,"Los Apartamentos Navas 2 están situados en Barcelona, a 250 metros de la estación de metro de Navas, y ofrecen apartamentos luminosos con aire acondicionado, balcón privado y conexión WiFi gratuita en todas las zonas.

Los alojamientos tienen 2 o 3 dormitorios y baño con bañera o ducha y secador de pelo. Además, disponen de zona de estar con sofá o sofá cama, TV de pantalla plana y mesa de comedor. La cocina está equipada con lavavajillas, horno, hervidor eléctrico, microondas y nevera.

Se proporcionan toallas, ropa de cama y una lavadora. Además, todos los apartamentos incluyen calefacción.

A menos de 5 minutos a pie de los Apartamentos Navas 2 hay un restaurante, un bar y una tienda de comestibles. Los alojamientos se encuentran a 1,7 km de la basílica de la Sagrada Familia de Gaudí y a 6 paradas en metro de la Plaza de Cataluña y de Las Ramblas."
Barcelona,2025-05-21 : 2025-05-25,Sofitel Barcelona Skipper,1908.0,8.9,"El Sofitel Barcelona Skipper ofrece alojamiento de lujo de 5 estrellas junto al puerto olímpico de Barcelona. Está a 100 metros de la playa y ofrece WiFi gratuita y 2 piscinas al aire libre.

Este hotel moderno dispone de habitaciones amplias con Smart TV de 55 pulgadas y reproductor de DVD. Todas incluyen un baño elegante con ducha de efecto lluvia.

En la azotea del Sofitel Barcelona Skipper hay una piscina con vistas impresionantes a la ciudad y al mar, y una gran terraza con tumbonas abierta en temporada.

El hotel alberga 2 coctelerías de temporada y el bar Tendiez, un bar moderno con terraza exterior que abre todo el año.

El hotel está a 5 minutos a pie de la estación de metro Ciutadella Vila Olimpica, a solo 2 paradas del centro histórico de la ciudad. El zoo de Barcelona y el bonito parque de la Ciutadella también están cerca."
Barcelona,2025-05-21 : 2025-05-25,Pensión Villanueva,881.0,7.2,"Pensión Villanueva es un alojamiento de 2 estrellas con una buena ubicación en Barcelona, cerca de Plaza Cataluña y de Portal del Ángel. El alojamiento se encuentra a 2,2 km de Platja de Sant Sebastià, a 2,2 km de Platja de Sant Miquel y a 2,2 km de Platja del Somorrostro. Hay wifi gratis y se ofrece parking privado por un suplemento.

En el hostal o pensión, todas las habitaciones están equipadas con armario. En Pensión Villanueva, todas las habitaciones disponen de ropa de cama y toallas.

Cerca del alojamiento hay puntos de interés como Teatro Tívoli, Palacio de la Música Catalana y Paseo de Gracia. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 13 km."
Barcelona,2025-05-21 : 2025-05-25,Exe Plaza Catalunya,1250.0,8.4,"Exe Plaza Catalunya es un alojamiento con una buena ubicación en Barcelona que ofrece terraza, wifi gratis y habitaciones con aire acondicionado. Este hotel de 4 estrellas ofrece servicio de conserjería y mostrador de información turística. Este alojamiento libre de humo se encuentra a 2,7 km de Platja de Sant Miquel.

En el hotel, todas las habitaciones cuentan con escritorio. Todas las unidades incluyen caja fuerte.

En Exe Plaza Catalunya se puede disfrutar de un desayuno buffet o sin gluten.

En la recepción 24 horas se habla catalán, inglés, español y francés, y el personal está siempre dispuesto a echar una mano.

Cerca del alojamiento hay puntos de interés como Plaza Cataluña, Portal del Ángel y Mercado de la Boquería. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 12 km."
Barcelona,2025-05-21 : 2025-05-25,Ola Living Born,1091.0,8.1,"Ola Living Born ofrece alojamiento con wifi gratis, cocina, nevera, lavavajillas y microondas a 1 km del centro de Barcelona.

Cada unidad tiene baño privado, ducha, aire acondicionado, TV y tostadora. Algunas unidades disponen de terraza y/o balcón.

Cerca del alojamiento hay puntos de interés como Platja del Somorrostro, Platja de la Barceloneta y Platja de Sant Miquel. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 12 km."
Barcelona,2025-05-21 : 2025-05-25,Sixties Ramblas,1007.0,8.4,"Este hotel, inspirado en la década de 1960, ofrece habitaciones con una decoración de estilo vintage y está situado en el centro de Barcelona, a 2 minutos a pie de las famosas Ramblas. Además, hay WiFi gratuita en todo el establecimiento. 

Las habitaciones del Sixties Ramblas incluyen aire acondicionado, TV y baño privado. La mayoría tiene balcón.

El Sixties Ramblas alberga un bar y un restaurante. El personal de la recepción está disponible las 24 horas y puede facilitar información turística sobre la zona. Asimismo, el hotel cuenta con servicio de alquiler de bicicletas y una mesa de billar blanca elegante.

La estación de metro más cercana es la de Drassanes, a 2 minutos a pie. A menos de 10 minutos a pie están el puerto y la plaza Catalunya.

El Sixties Ramblas también se encuentra cerca del barrio del Born, con numerosos bares y restaurantes de cocina local e internacional."
Barcelona,2025-05-21 : 2025-05-25,AG Apartments,1101.0,8.6,"El Apartamentos AG ocupa un edificio restaurado de 1893 y se encuentra en el barrio Poble Sec de Barcelona. Hay WiFi gratuita. El establecimiento está a 1,2 km de la plaza Plaça d'Espanya

En la zona de recepción del Apartamentos AG hay una galería fotográfica. Todos los apartamentos están decorados con fotografías del artista Enrique Rottenberg y presentan un estilo que combina toques rústicos e industriales. El establecimiento conserva las paredes de ladrillo originales, arcos y vigas a la vista, puertas de madera y suelo de cerámica.

Todos los apartamentos incluyen aire acondicionado y calefacción. Hay una sala de estar con TV inteligente de 42 pulgadas, cocina de planta abierta totalmente equipada y un baño moderno. Algunos apartamentos tienen un balcón. Se facilitan toallas y ropa de cama. El edificio dispone de ascensor.

La estación de metro Poble Sec, la más cercana, se encuentra a 400 metros del establecimiento y permite el acceso a la plaza Plaça de Catalunya en 4 paradas. Los autobuses al aeropuerto de Barcelona El Prat, situado a 20 minutos en coche del establecimiento, salen de la plaza Plaça d'Espanya.

Las imágenes que se muestran en la parte superior de esta página son una selección de los diferentes apartamentos situados en el barrio Poble Sec. Para ver las fotografías de cada apartamento, seleccione una fecha y pinche sobre el apartamento correspondiente."
Barcelona,2025-05-21 : 2025-05-25,Pol & Grace Hotel,1059.0,8.2,"El Pol & Grace Hotel ofrece habitaciones únicas, donde las paredes captan la esencia de los artistas y diseñadores que han participado en residencias artísticas en las instalaciones, creando una atmósfera llena de inspiración y originalidad.

El Pol & Grace Hotel se encuentra a solo 100 metros de las estaciones de tren de Plaça Molina y Sant Gervasi de Barcelona. Las habitaciones son amplias y cuentan con aire acondicionado, TV de pantalla plana vía satélite, conexión wifi gratuita y una zona de trabajo con café y té ilimitados a partir de las 10:30.

Todas las habitaciones del Pol & Grace Hotel incluyen minibar, caja fuerte gratuita y baño completamente equipado con artículos de aseo.

El establecimiento sirve un desayuno bufé con productos locales frescos de temporada. También hay opciones vegetarianas y sin gluten.
También hay recepción 24 horas con servicio de taxi, información turística y aparcamiento privado.

La estación de metro Fontana está a 600 metros y ofrece conexiones directas con la plaza Cataluña, Las Ramblas y el Parque Güell. El establecimiento se encuentra a 2 minutos a pie del famoso barrio de Gracia, donde los huéspedes pueden encontrar numerosas tiendas, restaurantes y bares.

Para llegar al hotel desde el aeropuerto en transporte público puedes coger el AEROBUS hasta Plaza Catalunya y después la L6 o L7 hasta Sant Gervasi/Plaza Molina. Desde allí hay 1 minuto a pie hasta el hotel."
Barcelona,2025-05-21 : 2025-05-25,Aspasios Sagrada Familia Apartments,1473.0,9.2,"El Aspasios Sagrada Familia Apartments se encuentra en Barcelona, a 500 metros de la Sagrada Familia, y ofrece alojamiento bien equipado con WiFi gratuita.

Todos los alojamientos cuentan con TV de pantalla plana, sala de estar con sofá, baño privado y cocina totalmente equipada con lavavajillas, horno, cafetera y hervidor de agua. Hay lavadora, ropa de cama y toallas.

La Pedrera se halla a 19 minutos a pie del apartamento, y la Casa Batlló está a 1,8 km. El aeropuerto de Barcelona-El Prat se sitúa a 15 km."
Barcelona,2025-05-21 : 2025-05-25,Hostal BESTPRICE Barcelona Stadium,470.0,8.4,"El Hostal BESTPRICE Barcelona Stadium está ubicado en Barcelona, junto al famoso estadio de fútbol Camp Nou. Ofrece habitaciones básicas con wifi gratuita y lavabo. Todas las habitaciones tienen acceso a un baño compartido.

Las habitaciones del establecimiento Conde Güell están equipadas con ventilador y calefacción. Incluyen TV. Los huéspedes pueden utilizar el microondas compartido. Todas las habitaciones y los apartamentos cuentan con aire acondicionado.

Hay recepción 24 horas. El personal del mostrador de información turística puede ofrecer información práctica sobre los alrededores.

La estación de metro Collblanc queda a 200 metros. El centro de la ciudad está a 3 paradas. Hay numerosos bares, restaurantes y tiendas en la avenida Diagonal, situada a 15 minutos a pie del establecimiento."
Barcelona,2025-05-21 : 2025-05-25,Hotel Villa Emilia,1301.0,8.9,"Este hotel presenta un diseño elegante y está ubicado en Barcelona, a 150 metros de la estación de metro Rocafort. Alberga un bar moderno en la azotea y ofrece habitaciones con aire acondicionado, WiFi gratuita y TV de plasma con canales vía satélite.

Las habitaciones del Hotel Villa Emilia están insonorizadas, presentan una decoración moderna y disponen de suelo de parquet. Cada alojamiento tiene minibar y baño privado con secador de pelo.

El restaurante del Hotel Villa Emilia Barcelona sirve platos creativos de la cocina catalana y celebra una barbacoa cada semana. El bistró Villa Emilia organiza actuaciones musicales en directo.

El personal de la recepción 24 horas del hotel puede facilitar información turística sobre la ciudad de Barcelona. La recepción también presta un servicio de alquiler de coches y bicicletas.

El Hotel Villa Emilia se encuentra a solo 10 minutos a pie de la plaza de España, donde se halla el Centro de Convenciones Fira. La estación de Sants queda a 15 minutos a pie."
Barcelona,2025-05-21 : 2025-05-25,Dalia Ramblas,960.0,8,"El Dalia Ramblas, que ofrece habitaciones con aire acondicionado y WiFi gratuita, está situado en el barrio del Raval, a 50 metros de La Rambla. Cuenta con buenas conexiones de transporte público, recepción abierta las 24 horas y consigna de equipaje.

Las habitaciones presentan una decoración moderna y funcional. Todas ellas incluyen TV de pantalla plana, armario, escritorio y baño privado con bañera o ducha, secador de pelo y artículos de aseo gratuitos.

El Dalia Ramblas se encuentra en el centro animado de la ciudad, cerca de numerosos bares y restaurantes.

El Dalia Ramblas está al lado del barrio gótico y a 10 minutos a pie de la Plaza Catalunya y la catedral de Barcelona. La plaza Reial queda a 5 minutos a pie.

Este hotel se encuentra a 12 km del aeropuerto de Barcelona. Los autobuses con destino al aeropuerto paran de forma regular a solo 800 metros."
Barcelona,2025-05-21 : 2025-05-25,Sunotel Aston,902.0,7.5,"El Sunotel Aston se encuentra a 3 minutos a pie de la estación de metro de Hospital Clínic y ofrece una terraza en la azotea con piscina de temporada, bañera de hidromasaje y vistas panorámicas a Barcelona.

Las habitaciones cuentan con aire acondicionado, TV de pantalla plana, ventanas insonorizadas y baño privado con secador de pelo. Hay WiFi gratuita de alta velocidad.

El hotel sirve un desayuno bufé abundante. El restaurante Pa'l Caldero del hotel ofrece una amplia selección de platos de todo el mundo. Además, en las inmediaciones encontrará muchos sitios para comer. 

La recepción del Sunotel Aston está abierta las 24 horas y se ofrecen varios servicios como consigna de equipaje, toallas gratuitas para la piscina y bicicletas gratuitas.

La plaza de Catalunya y las Ramblas se encuentran a unos 15 minutos en transporte público, mientras que la famosa catedral de la Sagrada Familia de Barcelona está a unos 10 minutos."
Barcelona,2025-05-21 : 2025-05-25,Hotel Market,1340.0,7.6,"El Hotel Market se encuentra en Barcelona, junto al mercado de San Antonio y ​​a 10 minutos a pie del Museo de Arte Contemporáneo MACBA. El establecimiento ofrece habitaciones elegantes con ducha de efecto lluvia y WiFi gratuita. También alberga un restaurante muy frecuentado.

Las habitaciones del Market Hotel presentan una decoración moderna y constan de vigas de madera oscura, paredes blancas y ventanas grandes. Todas las habitaciones incluyen baño privado. Algunas habitaciones cuentan con balcón o terraza.

El establecimiento se halla a 15 minutos a pie de la plaza de España y de la plaza Catalunya. Asimismo, el hotel está ubicado a unos 200 metros de la estación de metro Sant Antoni y a solo 2 minutos a pie de la parada del autobús que proporciona conexiones con el aeropuerto.

El restaurante del Market Hotel está especializado en platos de arroz y sirve una selección de platos de la cocina catalana moderna en un ambiente elegante."
Barcelona,2025-05-21 : 2025-05-25,Arc La Rambla,1214.0,8.4,"El Arc La Rambla goza de una ubicación ideal, en Las Ramblas, a 100 metros de la estación de metro Drassanes. Ofrece habitaciones con WiFi gratuita.

El hotel está a 5 minutos a pie del puerto de la ciudad. Este hotel se encuentra a 10 minutos a pie de la plaza de Cataluña y del Barrio Gótico.

Todas las habitaciones del Arc la Rambla presentan una decoración sencilla y cuentan con aire acondicionado, TV vía satélite y baño privado.

El Arc La Rambla también dispone de un servicio de venta de entradas y servicio de alquiler de coches y bicicletas. Se pueden alquilar taquillas.

En la zona de comedor del Ramblas se sirve un desayuno continental diario. El hotel está a 10 minutos a pie de una gran variedad de cafeterías, bares y restaurantes del casco antiguo de Barcelona."
Barcelona,2025-05-21 : 2025-05-25,Àmfores Boutique Guest House,1052.0,8.2,"Set within 1.2 km of Santa Maria del Mar and 1.1 km of Picasso Museum, Àmfores Boutique Guest House provides rooms in Barcelona. Located around 850 m from Tivoli Theatre, the guest house with free WiFi is also 750 m away from La Seu, Cathedral of Barcelona. The property is situated in the Ciutat Vella district.

All guest rooms in the guest house are equipped with a flat-screen TV. Each room comes with a private bathroom with a shower and free toiletries.

Àmfores Boutique Guest House is set in a building of medieval origin, located next to the Palau de la Música and the city centre.

The accommodation offers a terrace.

Speaking Catalan and English, staff are ready to help at the reception.

Plaça Catalunya is 800 m from Àmfores Boutique Guest House. The nearest airport is Barcelona El Prat Airport, 18 km from the guest house.

The accommodation offers a terrace with a small swimming pool (from may till october)."
Barcelona,2025-05-21 : 2025-05-25,Montaber Apartments - Sagrada Familia,1306.0,8.6,"Montaber Apartments - Sagrada Familia está en Barcelona, a 2,5 km de Platja de la Nova Icària y a 2,8 km de Platja del Bogatell, y ofrece alojamiento con wifi gratis, zona de estar y TV de pantalla plana.

Cada unidad está equipada con aire acondicionado, baño privado y cocina con nevera, lavavajillas, horno y microondas. También hay fogones y tostadora, además de cafetera y hervidor.

Sagrada Familia está a 6 min a pie del alojamiento, y Casa Batlló está a 2,2 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 15 km."
Barcelona,2025-05-21 : 2025-05-25,Spacious room in central area A,656.0,7.8,"Spacious room in central area A se encuentra en Barcelona, cerca de Sagrada Familia, Casa Batlló, y La Pedrera. Dispone de wifi gratis y salón de uso común.

Todas las unidades incluyen zona de estar y cocina totalmente equipada con lo necesario para cocinar, como nevera, horno, microondas y fogones.

Cerca del alojamiento hay puntos de interés como Estación de metro Passeig de Gràcia, Paseo de Gracia y Teatro Tívoli. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 14 km."
Barcelona,2025-05-21 : 2025-05-25,Inside Barcelona Apartments Princep,1248.0,8.7,"El Inside Barcelona Apartments Princep ofrece alojamiento moderno con una buena relación calidad precio. Los apartamentos están situados en una calle tranquila, cerca de la plaza de España.

Los apartamentos están bien equipados y disponen de cocina completa y aire acondicionado. Hay wifi gratuita, Smart TV, lavadora, lavavajillas y cafetera Nespresso. El edificio se reformó por completo en septiembre de 2021.

Los alojamientos son amplios y tienen cocina, baño y zona de salón comedor. Los huéspedes podrán relajarse y preparar sus propias comidas.

Los apartamentos están situados en una zona bien comunicada de ​la ciudad, la plaza de España y el recinto ferial Fira están a entre 2 y 10 minutos a pie. La montaña de Montjuïc, situada un poco más lejos, alberga el Museo Nacional de Arte de Cataluña y la Fundación Miró.

Nuestros clientes dicen que esta parte de Barcelona es su favorita, según los comentarios independientes.

El Inside Barcelona Apartments Princep ha recibido clientes de Booking.com desde el 14 de octubre de 2008."
Barcelona,2025-05-21 : 2025-05-25,May Ramblas Hotel,960.0,7.4,"El May Ramblas Hotel está situado en Barcelona, Cataluña, a 200 metros de la Plaza Real, y ofrece solárium y vistas a la ciudad. Hay WiFi gratuita en todas las instalaciones.

Las habitaciones cuentan con aire acondicionado, TV vía satélite de pantalla plana y baño privado con secador de pelo y artículos de aseo gratuitos. Algunas habitaciones incluyen terraza o balcón.

El establecimiento también dispone de recepción 24 horas.

La Seu, la catedral de Barcelona, está a 400 metros del May Ramblas Hotel, mientras que la avenida Portal del Ángel se encuentra a 500 metros. El aeropuerto de Barcelona-El Prat se sitúa a 12 km."
Barcelona,2025-05-21 : 2025-05-25,Ola Living Portaferrissa,1171.0,8.4,"El Ola Living Portaferrissa está situado en el centro y ofrece apartamentos y estudios con aire acondicionado, WiFi gratuita y caja fuerte gratuita. Los alojamientos están a 100 metros de las Ramblas y a 5 minutos a pie de la plaza de Cataluña.

Todos los alojamientos tienen muebles modernos y funcionales, TV de pantalla plana por cable y zona de cocina totalmente equipada con cafetera, microondas y horno. También se incluye lavadora, secadora de ropa y utensilios de planchado.

El Ola Living Portaferrissa está rodeado de gran variedad de bares, restaurantes y granjas tradicionales españolas para disfrutar de un aperitivo o una comida ligera. El mercado de La Boquería, a 200 metros, ofrece productos frescos.

El Ola Living Portaferrissa está a 5 minutos a pie de la catedral. El alojamiento está a 400 metros de la animada plaza Real y a 7 minutos a pie del Museo de Arte Contemporáneo de Barcelona. La estación de metro más cercana es Liceu, a solo 300 metros."
Barcelona,2025-05-21 : 2025-05-25,BUHO Boutique Rooms,865.0,8.3,"El BUHO Boutique Barcelona, situado a solo 500 metros de la plaza de Cataluña y de Las Ramblas, ofrece habitaciones con encanto equipadas con aire acondicionado y decoradas de forma individual con mobiliario de época. Hay WiFi gratuito en todas las instalaciones.

Las habitaciones están decoradas con obras de arte y disponen de ventanales, TV de pantalla plana, reproductor de DVD y varios DVD. El baño privado incluye secador de pelo y artículos de aseo gratuitos. Algunas habitaciones tienen acceso a una terraza con encanto compartida.

El BUHO Boutique Barcelona cuenta con sala de TV. Hay restaurantes y bares en los alrededores.

El personal proporciona información turística. La catedral de Barcelona y la Casa Batlló de Gaudí están a menos de 10 minutos a pie.

Los autobuses en dirección al aeropuerto salen de la plaza de Cataluña. Hay consigna de equipaje."
Barcelona,2025-05-21 : 2025-05-25,"Labtwentytwo Barcelona, a Tribute Portfolio Hotel",1304.0,8.4,"Labtwentytwo Barcelona, a Tribute Portfolio Hotel se encuentra en Barcelona, a 1,9 km de Platja de la Nova Mar Bella, y ofrece alojamiento con piscina al aire libre, parking privado, centro de fitness y terraza. Este alojamiento ofrece restaurante, recepción 24 horas y centro de negocios, además de wifi gratis en todo el alojamiento. Hay bar.

En el hotel, todas las habitaciones disponen de aire acondicionado, zona de estar, TV de pantalla plana con canales por cable, caja fuerte y baño privado con ducha, artículos de aseo gratuitos y secador de pelo. Labtwentytwo Barcelona, a Tribute Portfolio Hotel dispone de algunas unidades con vistas a la ciudad, y todas tienen cafetera. En el alojamiento, todas las habitaciones tienen ropa de cama y toallas.

El desayuno ofrece opciones buffet, a la carta o continentales.

Platja de Llevant está a 2,1 km del alojamiento, y Playa de la Mar Bella está a 2,1 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 17 km."
Barcelona,2025-05-21 : 2025-05-25,Mihlton Barcelona Boutique B&B,1191.0,8.7,"Mihlton Barcelona Boutique B&B está en el centro de Barcelona, a 4 min a pie de Paseo de Gracia y a 400 metros de La Pedrera. Ofrece alojamiento con wifi gratis, aire acondicionado y acceso a un jardín con terraza.

El bed and breakfast ofrece TV de pantalla plana y baño privado con artículos de aseo gratuitos, secador de pelo y ducha. Algunas unidades disponen de zona de estar y/o balcón.

El desayuno diario ofrece opciones buffet, continentales o inglesas/irlandesas.

Cerca del alojamiento hay puntos de interés como Casa Batlló, Estación de metro Passeig de Gràcia y Teatro Tívoli. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 13 km."
Barcelona,2025-05-21 : 2025-05-25,Catalonia Avinyo,1104.0,8.6,"El Catalonia Avinyo está ubicado en el centro de Barcelona, a 200 metros de Las Ramblas, y cuenta con gimnasio y piscina en la azotea. Ofrece habitaciones elegantes con aire acondicionado, TV vía satélite y WiFi gratuita.

Las habitaciones presentan una decoración moderna y minimalista con fotografías de gran tamaño en las paredes. Incluyen minibar, caja fuerte y teléfono. Todas las habitaciones del hotel están equipadas con Smart TV con dispositivo Chromecast. El baño es moderno y tiene ducha y secador de pelo.

El Hotel Catalonia Avinyo se encuentra a 15 minutos a pie de la playa de la Barceloneta. Las estaciones de metro Liceu y Jaume I quedan a solo 300 metros. La catedral de Barcelona se halla a 4 minutos a pie.

El hotel Avinyo está situado en una zona céntrica, cerca de numerosas tiendas, bares y restaurantes. El personal del mostrador de información turística presta un servicio de alquiler de coches y bicicletas."
Barcelona,2025-05-21 : 2025-05-25,Boutique Apartments 23 Barcelona,1142.0,9.1,"Boutique Apartments 23 Barcelona está a 8 min a pie de Paseo de Gracia y ofrece alojamiento consalón de uso común, terraza y centro de negocios. Se ofrece wifi gratis.

El alojamiento tiene aire acondicionado, cocina totalmente equipada y con zona de comedor, TV de pantalla plana y baño privado con ducha y secador de pelo. También hay nevera y hervidor.

Cerca del alojamiento hay puntos de interés como La Pedrera, Casa Batlló y Sagrada Familia. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 14 km."
Barcelona,2025-05-21 : 2025-05-25,Aparthotel Napols - Abapart,1133.0,8.5,"El Aparthotel Napols está situado en una zona céntrica, a 350 metros de la estación de metro Arc de Triomf de Barcelona. Las habitaciones disponen de aire acondicionado, cocina bien equipada y salón con sofá y TV.

La estación de autobuses Barcelona Nord, que ofrece enlaces directos con el aeropuerto de Gerona, queda a 5 minutos a pie. La plaza de Cataluña y La Rambla se encuentran a 15 minutos a pie. Los apartamentos cuentan con WiFi gratuita.

Las habitaciones del Napols están insonorizadas y tienen caja fuerte y minibar. El baño privado incluye artículos de aseo.

La cocina es moderna y cuenta con nevera, microondas y cafetera. Hay lavavajillas y zona de comedor.

El complejo cuenta con recepción 24 horas y terraza común. El Napols tiene consigna de equipaje y presta servicios de alquiler de coches y de lavandería."
Barcelona,2025-05-21 : 2025-05-25,Petit Palace Boqueria Garden,1162.0,8.1,"El Petit Palace Boqueria Garden, situado en un edificio histórico del siglo XIX junto al mercado de La Boquería, se encuentra a 10 metros de Las Ramblas, ofrece WiFi gratuita de alta velocidad y cuenta con iPads y bicicletas de uso gratuito (sujetos a disponibilidad).

Las habitaciones del Petit Palace Boqueria Garden disponen de TV de pantalla plana, caja fuerte para ordenador portátil y baño privado. El hotel también ofrece un servicio de alquiler de motos eléctricas, sujeto a disponibilidad.

El bar del hotel está situado junto a un patio privado con jardín y árboles centenarios que forma parte del patrimonio arquitectónico de Barcelona.

El Petit Palace Boqueria Garden se halla en el Barrio Gótico de Barcelona, a solo 1 minuto a pie de la estación de metro de Liceu, que ofrece conexiones con toda la ciudad. La plaza de Cataluña está a 800 metros, mientras que el puerto de Barcelona se encuentra a 8 minutos a pie."
Barcelona,2025-05-21 : 2025-05-25,Som Nit Born,905.0,8.3,"El Som Nit Born cuenta con aire acondicionado y conexión Wi-Fi gratuita. Se encuentra en el barrio barcelonés del Born, a solo 10 minutos a pie de la playa de la Barceloneta y a 500 metros del Museo Picasso.

Las habitaciones del Som Nit Born están insonorizadas e incluyen TV de pantalla plana y un baño privado con ducha. El establecimiento también ofrece una caja fuerte y consigna de equipaje gratuita.

A 1 minuto a pie encontrará los numerosos bares y restaurantes del barrio del Born.

Picasso vivió en este edificio neoclásico del siglo XIX, que además aparece en la 1ª fotografía que fue tomada en España.

El Som Nit está en el centro de Barcelona, a 10 minutos a pie de La Rambla, el Port Vell y el Barrio Gótico. También se encuentra a 200 metros del autobús turístico y a 2 minutos a pie de la estación de metro de Barceloneta."
Barcelona,2025-05-21 : 2025-05-25,Laramond Barcelona Rooms,724.0,8.8,"El Laramond Barcelona Rooms ofrece habitaciones con aire acondicionado en Barcelona, a 3,7 km de la Sagrada Familia. Se encuentra a unos 4,2 km del parque Güell y a 5 km de La Pedrera. El establecimiento ofrece habitaciones familiares.

Las habitaciones incluyen armario. Todas las habitaciones del Laramond Barcelona Rooms tienen escritorio, TV de pantalla plana y baño privado.

El paseo de Gracia se encuentra a 5 km del alojamiento, mientras que la Casa Batlló está a 6 km. El aeropuerto más cercano es el de Barcelona-El Prat, ubicado a 20 km del Laramond Barcelona Rooms."
Barcelona,2025-05-21 : 2025-05-25,ApartEasy - Eixample Center,710.0,6.6,"ApartEasy - Eixample Center ofrece wifi gratis y se encuentra en el centro de Barcelona, a 7 min a pie de Paseo de Gracia y a 700 metros de La Pedrera. El apartamento cuenta con parking privado y está a 12 min a pie de Casa Batlló.

Este apartamento con aire acondicionado consta de 2 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 1 baño con ducha y secador de pelo. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Plaza Cataluña, Estación de metro Passeig de Gràcia y Teatro Tívoli. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 13 km del alojamiento."
Barcelona,2025-05-21 : 2025-05-25,Catalonia La Boquería,1150.0,8.3,"El hotel Catalonia La Boqueria está en el centro del centro histórico de Barcelona, a pocos metros de Las Ramblas. Este hotel elegante ofrece wifi gratuita y habitaciones con TV vía satélite.

El hotel Catalonia La Boqueria cuenta con un diseño contemporáneo y habitaciones modernas decoradas con elegancia. Cada habitación dispone de aire acondicionado, minibar y escritorio.

El hotel Catalonia La Boqueria goza de una ubicación ideal para visitar las principales atracciones turísticas de Barcelona. El hotel está cerca del Barrio Gótico, que alberga numerosos restaurantes, cafeterías y bares, y a menos de 100 metros del famoso mercado de La Boquería.

El hotel se halla a 10 minutos a pie del puerto de Barcelona y a 1 km de la catedral. La estación de metro Liceu y el Teatro Liceu están a 1 minuto a pie del hotel Catalonia La Boqueria."
Barcelona,2025-05-21 : 2025-05-25,AC Hotel Sants by Marriott,1225.0,8.3,"El AC Hotel Sants se encuentra a solo 50 metros de la estación de tren Sants de Barcelona. Además, ofrece recepción 24 horas y habitaciones modernas con aire acondicionado, TV vía satélite y caja fuerte gratuita.

Las habitaciones cuentan con lámparas de lectura especiales, 4 almohadas, muebles elegantes, escritorio y minibar. Algunas ofrecen vistas a la ciudad.

Hay WiFi gratis en el vestíbulo y en el bar. El restaurante sirve un desayuno buffet todas las mañanas.

El AC Hotel Sants se encuentra a unos 500 metros de la plaza de España y de Montjuic. La estación de Sants ofrece acceso directo en metro a la Plaza de Cataluña y a Las Ramblas, así como al aeropuerto de El Prat."
Barcelona,2025-05-21 : 2025-05-25,Hostal Live Barcelona,724.0,8.5,"El Hostal Live Barcelona está situado en la céntrica Gran Vía de Barcelona, a 10 minutos a pie de Las Ramblas, la plaza de Cataluña y la plaza de España. El establecimiento ofrece habitaciones con aire acondicionado y WiFi gratuita.

Las habitaciones son modernas y amplias y cuentan con TV LED de 32 pulgadas. Algunas habitaciones tienen terraza privada con vistas a un patio o balcón con vistas a la Gran Vía. En la recepción, se puede solicitar el uso de microondas, nevera y utensilios de planchado.

En la zona se puede encontrar una amplia selección de bares y restaurantes. A 20 metros del alojamiento hay un restaurante, donde los huéspedes reciben descuentos en desayunos, almuerzos y cenas.

El establecimiento queda a 15 minutos a pie (o 2 paradas de metro) de la plaza de España, donde está el centro de exposiciones Fira y el centro comercial Las Arenas. 

La estación de metro más cercana es Urgell, situada a solo 100 metros. Los autobuses que van al aeropuerto paran a 350 metros."
